Date,Production/Deliveries/Stocks,Brick Type,Millions of Bricks,Building Material Type,Geographical Region,Unique_Key
01/05/2015,Stocks,Commons,33.256,Bricks,Great Britain,2015MayStocks-Commons33.2560501/05/2015
01/05/2015,Production,Facings,146.172,Bricks,Great Britain,2015MayProduction-Facings146.1720501/05/2015
01/05/2015,Deliveries(from),Facings,120.093,Bricks,Great Britain,2015MayDeliveries(from)-Facings120.0930501/05/2015
01/05/2015,Stocks,Facings,386.257,Bricks,Great Britain,2015MayStocks-Facings386.2570501/05/2015
01/05/2015,Production,Engineerings,16.577,Bricks,Great Britain,2015MayProduction-Engineerings16.5770501/05/2015
01/05/2015,Deliveries(from),Engineerings,14.041,Bricks,Great Britain,2015MayDeliveries(from)-Engineerings14.0410501/05/2015
01/05/2015,Stocks,Engineerings,26.68,Bricks,Great Britain,2015MayStocks-Engineerings26.680501/05/2015
01/06/2015,Seasonally Adjusted Deliveries,All Types,147.4967271,Bricks,Great Britain,2015JunSeasonally Adjusted Deliveries-All Types147.49672710601/06/2015
01/06/2015,Production,All Types,173.72,Bricks,Great Britain,2015JunProduction-All Types173.720601/06/2015
01/06/2015,Deliveries(from),All Types,168.088,Bricks,Great Britain,2015JunDeliveries(from)-All Types168.0880601/06/2015
01/06/2015,Stocks,All Types,452.081,Bricks,Great Britain,2015JunStocks-All Types452.0810601/06/2015
01/06/2015,Production,Commons,15.194,Bricks,Great Britain,2015JunProduction-Commons15.1940601/06/2015
01/06/2015,Deliveries(from),Commons,15.735,Bricks,Great Britain,2015JunDeliveries(from)-Commons15.7350601/06/2015
01/06/2015,Stocks,Commons,32.971,Bricks,Great Britain,2015JunStocks-Commons32.9710601/06/2015
01/06/2015,Production,Facings,140.544,Bricks,Great Britain,2015JunProduction-Facings140.5440601/06/2015
01/06/2015,Deliveries(from),Facings,135.989,Bricks,Great Britain,2015JunDeliveries(from)-Facings135.9890601/06/2015
01/06/2015,Stocks,Facings,390.812,Bricks,Great Britain,2015JunStocks-Facings390.8120601/06/2015
01/06/2015,Production,Engineerings,17.982,Bricks,Great Britain,2015JunProduction-Engineerings17.9820601/06/2015
01/06/2015,Deliveries(from),Engineerings,16.364,Bricks,Great Britain,2015JunDeliveries(from)-Engineerings16.3640601/06/2015
01/06/2015,Stocks,Engineerings,28.298,Bricks,Great Britain,2015JunStocks-Engineerings28.2980601/06/2015
01/07/2015,Seasonally Adjusted Deliveries,All Types,144.2560283,Bricks,Great Britain,2015JulSeasonally Adjusted Deliveries-All Types144.25602830701/07/2015
01/07/2015,Production,All Types,176.103,Bricks,Great Britain,2015JulProduction-All Types176.1030701/07/2015
01/07/2015,Deliveries(from),All Types,168.784,Bricks,Great Britain,2015JulDeliveries(from)-All Types168.7840701/07/2015
01/07/2015,Stocks,All Types,461.165,Bricks,Great Britain,2015JulStocks-All Types461.1650701/07/2015
01/07/2015,Production,Commons,16.47,Bricks,Great Britain,2015JulProduction-Commons16.470701/07/2015
01/07/2015,Deliveries(from),Commons,17.241,Bricks,Great Britain,2015JulDeliveries(from)-Commons17.2410701/07/2015
01/07/2015,Stocks,Commons,32.8,Bricks,Great Britain,2015JulStocks-Commons32.80701/07/2015
01/07/2015,Production,Facings,140.957,Bricks,Great Britain,2015JulProduction-Facings140.9570701/07/2015
01/07/2015,Deliveries(from),Facings,134.746,Bricks,Great Britain,2015JulDeliveries(from)-Facings134.7460701/07/2015
01/07/2015,Stocks,Facings,398.188,Bricks,Great Britain,2015JulStocks-Facings398.1880701/07/2015
01/07/2015,Production,Engineerings,18.676,Bricks,Great Britain,2015JulProduction-Engineerings18.6760701/07/2015
01/07/2015,Deliveries(from),Engineerings,16.797,Bricks,Great Britain,2015JulDeliveries(from)-Engineerings16.7970701/07/2015
01/07/2015,Stocks,Engineerings,30.177,Bricks,Great Britain,2015JulStocks-Engineerings30.1770701/07/2015
01/08/2015,Seasonally Adjusted Deliveries,All Types,142.9169669,Bricks,Great Britain,2015AugSeasonally Adjusted Deliveries-All Types142.91696690801/08/2015
01/08/2015,Production,All Types,162.746,Bricks,Great Britain,2015AugProduction-All Types162.7460801/08/2015
01/08/2015,Deliveries(from),All Types,142.664,Bricks,Great Britain,2015AugDeliveries(from)-All Types142.6640801/08/2015
01/08/2015,Stocks,All Types,481.248,Bricks,Great Britain,2015AugStocks-All Types481.2480801/08/2015
01/08/2015,Production,Commons,11.128,Bricks,Great Britain,2015AugProduction-Commons11.1280801/08/2015
01/08/2015,Deliveries(from),Commons,13.292,Bricks,Great Britain,2015AugDeliveries(from)-Commons13.2920801/08/2015
01/08/2015,Stocks,Commons,30.637,Bricks,Great Britain,2015AugStocks-Commons30.6370801/08/2015
01/08/2015,Production,Facings,132.362,Bricks,Great Britain,2015AugProduction-Facings132.3620801/08/2015
01/08/2015,Deliveries(from),Facings,116.155,Bricks,Great Britain,2015AugDeliveries(from)-Facings116.1550801/08/2015
01/08/2015,Stocks,Facings,414.065,Bricks,Great Britain,2015AugStocks-Facings414.0650801/08/2015
01/08/2015,Production,Engineerings,19.256,Bricks,Great Britain,2015AugProduction-Engineerings19.2560801/08/2015
01/08/2015,Deliveries(from),Engineerings,13.217,Bricks,Great Britain,2015AugDeliveries(from)-Engineerings13.2170801/08/2015
01/08/2015,Stocks,Engineerings,36.546,Bricks,Great Britain,2015AugStocks-Engineerings36.5460801/08/2015
01/09/2015,Seasonally Adjusted Deliveries,All Types,138.2487325,Bricks,Great Britain,2015SepSeasonally Adjusted Deliveries-All Types138.24873250901/09/2015
01/09/2015,Production,All Types,171.468,Bricks,Great Britain,2015SepProduction-All Types171.4680901/09/2015
01/09/2015,Deliveries(from),All Types,150.823,Bricks,Great Britain,2015SepDeliveries(from)-All Types150.8230901/09/2015
01/09/2015,Stocks,All Types,501.892,Bricks,Great Britain,2015SepStocks-All Types501.8920901/09/2015
01/09/2015,Production,Commons,13.875,Bricks,Great Britain,2015SepProduction-Commons13.8750901/09/2015
01/09/2015,Deliveries(from),Commons,13.654,Bricks,Great Britain,2015SepDeliveries(from)-Commons13.6540901/09/2015
01/09/2015,Stocks,Commons,30.887,Bricks,Great Britain,2015SepStocks-Commons30.8870901/09/2015
01/09/2015,Production,Facings,138.802,Bricks,Great Britain,2015SepProduction-Facings138.8020901/09/2015
01/09/2015,Deliveries(from),Facings,123.118,Bricks,Great Britain,2015SepDeliveries(from)-Facings123.1180901/09/2015
01/09/2015,Stocks,Facings,429.719,Bricks,Great Britain,2015SepStocks-Facings429.7190901/09/2015
01/09/2015,Production,Engineerings,18.791,Bricks,Great Britain,2015SepProduction-Engineerings18.7910901/09/2015
01/09/2015,Deliveries(from),Engineerings,14.051,Bricks,Great Britain,2015SepDeliveries(from)-Engineerings14.0510901/09/2015
01/09/2015,Stocks,Engineerings,41.286,Bricks,Great Britain,2015SepStocks-Engineerings41.2860901/09/2015
01/10/2015,Seasonally Adjusted Deliveries,All Types,136.0242558,Bricks,Great Britain,2015OctSeasonally Adjusted Deliveries-All Types136.02425581001/10/2015
01/10/2015,Production,All Types,174.221,Bricks,Great Britain,2015OctProduction-All Types174.2211001/10/2015
01/10/2015,Deliveries(from),All Types,147.819,Bricks,Great Britain,2015OctDeliveries(from)-All Types147.8191001/10/2015
01/10/2015,Stocks,All Types,528.704,Bricks,Great Britain,2015OctStocks-All Types528.7041001/10/2015
01/10/2015,Production,Commons,14.639,Bricks,Great Britain,2015OctProduction-Commons14.6391001/10/2015
01/10/2015,Deliveries(from),Commons,15.056,Bricks,Great Britain,2015OctDeliveries(from)-Commons15.0561001/10/2015
01/10/2015,Stocks,Commons,30.471,Bricks,Great Britain,2015OctStocks-Commons30.4711001/10/2015
01/10/2015,Production,Facings,144.871,Bricks,Great Britain,2015OctProduction-Facings144.8711001/10/2015
01/10/2015,Deliveries(from),Facings,118.875,Bricks,Great Britain,2015OctDeliveries(from)-Facings118.8751001/10/2015
01/10/2015,Stocks,Facings,456.125,Bricks,Great Britain,2015OctStocks-Facings456.1251001/10/2015
01/10/2015,Production,Engineerings,14.711,Bricks,Great Britain,2015OctProduction-Engineerings14.7111001/10/2015
01/10/2015,Deliveries(from),Engineerings,13.888,Bricks,Great Britain,2015OctDeliveries(from)-Engineerings13.8881001/10/2015
01/10/2015,Stocks,Engineerings,42.108,Bricks,Great Britain,2015OctStocks-Engineerings42.1081001/10/2015
01/11/2015,Seasonally Adjusted Deliveries,All Types,135.6967109,Bricks,Great Britain,2015NovSeasonally Adjusted Deliveries-All Types135.69671091101/11/2015
01/11/2015,Production,All Types,154.97,Bricks,Great Britain,2015NovProduction-All Types154.971101/11/2015
01/11/2015,Deliveries(from),All Types,129.556,Bricks,Great Britain,2015NovDeliveries(from)-All Types129.5561101/11/2015
01/11/2015,Stocks,All Types,554.118,Bricks,Great Britain,2015NovStocks-All Types554.1181101/11/2015
01/11/2015,Production,Commons,13.685,Bricks,Great Britain,2015NovProduction-Commons13.6851101/11/2015
01/11/2015,Deliveries(from),Commons,12.102,Bricks,Great Britain,2015NovDeliveries(from)-Commons12.1021101/11/2015
01/11/2015,Stocks,Commons,32.054,Bricks,Great Britain,2015NovStocks-Commons32.0541101/11/2015
01/11/2015,Production,Facings,126.544,Bricks,Great Britain,2015NovProduction-Facings126.5441101/11/2015
01/11/2015,Deliveries(from),Facings,105.392,Bricks,Great Britain,2015NovDeliveries(from)-Facings105.3921101/11/2015
01/11/2015,Stocks,Facings,477.277,Bricks,Great Britain,2015NovStocks-Facings477.2771101/11/2015
01/11/2015,Production,Engineerings,14.741,Bricks,Great Britain,2015NovProduction-Engineerings14.7411101/11/2015
01/11/2015,Deliveries(from),Engineerings,12.062,Bricks,Great Britain,2015NovDeliveries(from)-Engineerings12.0621101/11/2015
01/11/2015,Stocks,Engineerings,44.787,Bricks,Great Britain,2015NovStocks-Engineerings44.7871101/11/2015
