Date,Production/Deliveries/Stocks,Brick Type,Millions of Bricks,Building Material Type,Geographical Region,Unique_Key
01/02/2021,Production,All Types,152019000,Bricks,Great Britain,2021FebruaryProduction-All Types1520190000201/02/2021
01/02/2021,Deliveries(from),All Types,135238000,Bricks,Great Britain,2021FebruaryDeliveries(from)-All Types1352380000201/02/2021
01/02/2021,Stocks,All Types,326851000,Bricks,Great Britain,2021FebruaryStocks-All Types3268510000201/02/2021
01/02/2021,Production,Commons,9405000,Bricks,Great Britain,2021FebruaryProduction-Commons94050000201/02/2021
01/02/2021,Deliveries(from),Commons,7499000,Bricks,Great Britain,2021FebruaryDeliveries(from)-Commons74990000201/02/2021
01/02/2021,Stocks,Commons,30531000,Bricks,Great Britain,2021FebruaryStocks-Commons305310000201/02/2021
01/02/2021,Production,Facings,131158000,Bricks,Great Britain,2021FebruaryProduction-Facings1311580000201/02/2021
01/02/2021,Deliveries(from),Facings,118027000,Bricks,Great Britain,2021FebruaryDeliveries(from)-Facings1180270000201/02/2021
01/02/2021,Stocks,Facings,281292000,Bricks,Great Britain,2021FebruaryStocks-Facings2812920000201/02/2021
01/02/2021,Production,Engineerings,11456000,Bricks,Great Britain,2021FebruaryProduction-Engineerings114560000201/02/2021
01/02/2021,Deliveries(from),Engineerings,9712000,Bricks,Great Britain,2021FebruaryDeliveries(from)-Engineerings97120000201/02/2021
01/02/2021,Stocks,Engineerings,15028000,Bricks,Great Britain,2021FebruaryStocks-Engineerings150280000201/02/2021
01/03/2021,Seasonally Adjusted Deliveries,All Types,170.6483284,Bricks,Great Britain,2021MarchSeasonally Adjusted Deliveries-All Types170.64832840301/03/2021
01/03/2021,Production,All Types,177763000,Bricks,Great Britain,2021MarchProduction-All Types1777630000301/03/2021
01/03/2021,Deliveries(from),All Types,182623000,Bricks,Great Britain,2021MarchDeliveries(from)-All Types1826230000301/03/2021
01/03/2021,Stocks,All Types,321981000,Bricks,Great Britain,2021MarchStocks-All Types3219810000301/03/2021
01/03/2021,Production,Commons,8498000,Bricks,Great Britain,2021MarchProduction-Commons84980000301/03/2021
01/03/2021,Deliveries(from),Commons,12253000,Bricks,Great Britain,2021MarchDeliveries(from)-Commons122530000301/03/2021
01/03/2021,Stocks,Commons,26776000,Bricks,Great Britain,2021MarchStocks-Commons267760000301/03/2021
01/03/2021,Production,Facings,157519000,Bricks,Great Britain,2021MarchProduction-Facings1575190000301/03/2021
01/03/2021,Deliveries(from),Facings,155868000,Bricks,Great Britain,2021MarchDeliveries(from)-Facings1558680000301/03/2021
01/03/2021,Stocks,Facings,282933000,Bricks,Great Britain,2021MarchStocks-Facings2829330000301/03/2021
01/03/2021,Production,Engineerings,11746000,Bricks,Great Britain,2021MarchProduction-Engineerings117460000301/03/2021
01/03/2021,Deliveries(from),Engineerings,14502000,Bricks,Great Britain,2021MarchDeliveries(from)-Engineerings145020000301/03/2021
01/03/2021,Stocks,Engineerings,12272000,Bricks,Great Britain,2021MarchStocks-Engineerings122720000301/03/2021
01/04/2021,Seasonally Adjusted Deliveries,All Types,159.5937031,Bricks,Great Britain,2021AprilSeasonally Adjusted Deliveries-All Types159.59370310401/04/2021
01/04/2021,Production,All Types,158910000,Bricks,Great Britain,2021AprilProduction-All Types1589100000401/04/2021
01/04/2021,Deliveries(from),All Types,170986000,Bricks,Great Britain,2021AprilDeliveries(from)-All Types1709860000401/04/2021
01/04/2021,Stocks,All Types,309905000,Bricks,Great Britain,2021AprilStocks-All Types3099050000401/04/2021
01/04/2021,Production,Commons,9306000,Bricks,Great Britain,2021AprilProduction-Commons93060000401/04/2021
01/04/2021,Deliveries(from),Commons,11745000,Bricks,Great Britain,2021AprilDeliveries(from)-Commons117450000401/04/2021
01/04/2021,Stocks,Commons,24337000,Bricks,Great Britain,2021AprilStocks-Commons243370000401/04/2021
01/04/2021,Production,Facings,138911000,Bricks,Great Britain,2021AprilProduction-Facings1389110000401/04/2021
01/04/2021,Deliveries(from),Facings,146243000,Bricks,Great Britain,2021AprilDeliveries(from)-Facings1462430000401/04/2021
01/04/2021,Stocks,Facings,275601000,Bricks,Great Britain,2021AprilStocks-Facings2756010000401/04/2021
01/04/2021,Production,Engineerings,10693000,Bricks,Great Britain,2021AprilProduction-Engineerings106930000401/04/2021
01/04/2021,Deliveries(from),Engineerings,12998000,Bricks,Great Britain,2021AprilDeliveries(from)-Engineerings129980000401/04/2021
01/04/2021,Stocks,Engineerings,9967000,Bricks,Great Britain,2021AprilStocks-Engineerings99670000401/04/2021
01/05/2021,Seasonally Adjusted Deliveries,All Types,164.4375306,Bricks,Great Britain,2021MaySeasonally Adjusted Deliveries-All Types164.43753060501/05/2021
01/05/2021,Production,All Types,168727000,Bricks,Great Britain,2021MayProduction-All Types1687270000501/05/2021
01/05/2021,Deliveries(from),All Types,168741000,Bricks,Great Britain,2021MayDeliveries(from)-All Types1687410000501/05/2021
01/05/2021,Stocks,All Types,309891000,Bricks,Great Britain,2021MayStocks-All Types3098910000501/05/2021
01/05/2021,Production,Commons,10345000,Bricks,Great Britain,2021MayProduction-Commons103450000501/05/2021
01/05/2021,Deliveries(from),Commons,10475000,Bricks,Great Britain,2021MayDeliveries(from)-Commons104750000501/05/2021
01/05/2021,Stocks,Commons,24207000,Bricks,Great Britain,2021MayStocks-Commons242070000501/05/2021
01/05/2021,Production,Facings,145355000,Bricks,Great Britain,2021MayProduction-Facings1453550000501/05/2021
01/05/2021,Deliveries(from),Facings,144316000,Bricks,Great Britain,2021MayDeliveries(from)-Facings1443160000501/05/2021
01/05/2021,Stocks,Facings,276640000,Bricks,Great Britain,2021MayStocks-Facings2766400000501/05/2021
01/05/2021,Production,Engineerings,13027000,Bricks,Great Britain,2021MayProduction-Engineerings130270000501/05/2021
01/05/2021,Deliveries(from),Engineerings,13950000,Bricks,Great Britain,2021MayDeliveries(from)-Engineerings139500000501/05/2021
01/05/2021,Stocks,Engineerings,9044000,Bricks,Great Britain,2021MayStocks-Engineerings90440000501/05/2021
01/06/2021,Seasonally Adjusted Deliveries,All Types,160.8022921,Bricks,Great Britain,2021JuneSeasonally Adjusted Deliveries-All Types160.80229210601/06/2021
01/06/2021,Production,All Types,167191000,Bricks,Great Britain,2021JuneProduction-All Types1671910000601/06/2021
01/06/2021,Deliveries(from),All Types,186646000,Bricks,Great Britain,2021JuneDeliveries(from)-All Types1866460000601/06/2021
01/06/2021,Stocks,All Types,290436000,Bricks,Great Britain,2021JuneStocks-All Types2904360000601/06/2021
01/06/2021,Production,Commons,9336000,Bricks,Great Britain,2021JuneProduction-Commons93360000601/06/2021
01/06/2021,Deliveries(from),Commons,10926000,Bricks,Great Britain,2021JuneDeliveries(from)-Commons109260000601/06/2021
01/06/2021,Stocks,Commons,22617000,Bricks,Great Britain,2021JuneStocks-Commons226170000601/06/2021
01/06/2021,Production,Facings,145948000,Bricks,Great Britain,2021JuneProduction-Facings1459480000601/06/2021
01/06/2021,Deliveries(from),Facings,162962000,Bricks,Great Britain,2021JuneDeliveries(from)-Facings1629620000601/06/2021
01/06/2021,Stocks,Facings,259626000,Bricks,Great Britain,2021JuneStocks-Facings2596260000601/06/2021
01/06/2021,Production,Engineerings,11907000,Bricks,Great Britain,2021JuneProduction-Engineerings119070000601/06/2021
01/06/2021,Deliveries(from),Engineerings,12758000,Bricks,Great Britain,2021JuneDeliveries(from)-Engineerings127580000601/06/2021
01/06/2021,Stocks,Engineerings,8193000,Bricks,Great Britain,2021JuneStocks-Engineerings81930000601/06/2021
01/07/2021,Seasonally Adjusted Deliveries,All Types,169.2024311,Bricks,Great Britain,2021JulySeasonally Adjusted Deliveries-All Types169.20243110701/07/2021
01/07/2021,Production,All Types,160040000,Bricks,Great Britain,2021JulyProduction-All Types1600400000701/07/2021
01/07/2021,Deliveries(from),All Types,177660000,Bricks,Great Britain,2021JulyDeliveries(from)-All Types1776600000701/07/2021
01/07/2021,Stocks,All Types,272936000,Bricks,Great Britain,2021JulyStocks-All Types2729360000701/07/2021
01/07/2021,Production,Commons,9772000,Bricks,Great Britain,2021JulyProduction-Commons97720000701/07/2021
01/07/2021,Deliveries(from),Commons,10733000,Bricks,Great Britain,2021JulyDeliveries(from)-Commons107330000701/07/2021
01/07/2021,Stocks,Commons,21656000,Bricks,Great Britain,2021JulyStocks-Commons216560000701/07/2021
01/07/2021,Production,Facings,135533000,Bricks,Great Britain,2021JulyProduction-Facings1355330000701/07/2021
01/07/2021,Deliveries(from),Facings,152504000,Bricks,Great Britain,2021JulyDeliveries(from)-Facings1525040000701/07/2021
01/07/2021,Stocks,Facings,242584000,Bricks,Great Britain,2021JulyStocks-Facings2425840000701/07/2021
01/07/2021,Production,Engineerings,14735000,Bricks,Great Britain,2021JulyProduction-Engineerings147350000701/07/2021
01/07/2021,Deliveries(from),Engineerings,14423000,Bricks,Great Britain,2021JulyDeliveries(from)-Engineerings144230000701/07/2021
01/07/2021,Stocks,Engineerings,8696000,Bricks,Great Britain,2021JulyStocks-Engineerings86960000701/07/2021
01/08/2021,Seasonally Adjusted Deliveries,All Types,162.5592886,Bricks,Great Britain,2021AugustSeasonally Adjusted Deliveries-All Types162.55928860801/08/2021
01/08/2021,Production,All Types,162849000,Bricks,Great Britain,2021AugustProduction-All Types1628490000801/08/2021
01/08/2021,Deliveries(from),All Types,161091000,Bricks,Great Britain,2021AugustDeliveries(from)-All Types1610910000801/08/2021
01/08/2021,Stocks,All Types,274694000,Bricks,Great Britain,2021AugustStocks-All Types2746940000801/08/2021
01/08/2021,Production,Commons,8092000,Bricks,Great Britain,2021AugustProduction-Commons80920000801/08/2021
01/08/2021,Deliveries(from),Commons,9689000,Bricks,Great Britain,2021AugustDeliveries(from)-Commons96890000801/08/2021
01/08/2021,Stocks,Commons,20059000,Bricks,Great Britain,2021AugustStocks-Commons200590000801/08/2021
01/08/2021,Production,Facings,140098000,Bricks,Great Britain,2021AugustProduction-Facings1400980000801/08/2021
01/08/2021,Deliveries(from),Facings,141832000,Bricks,Great Britain,2021AugustDeliveries(from)-Facings1418320000801/08/2021
01/08/2021,Stocks,Facings,240850000,Bricks,Great Britain,2021AugustStocks-Facings2408500000801/08/2021
01/08/2021,Production,Engineerings,14659000,Bricks,Great Britain,2021AugustProduction-Engineerings146590000801/08/2021
01/08/2021,Deliveries(from),Engineerings,9570000,Bricks,Great Britain,2021AugustDeliveries(from)-Engineerings95700000801/08/2021
01/08/2021,Stocks,Engineerings,13785000,Bricks,Great Britain,2021AugustStocks-Engineerings137850000801/08/2021
