Building Materials & Components Type,Materials & Components Sub-Type,Imports/Exports,Year,Current Prices (£'000),Date,Geographical Region,Type,Unique_Key
" Products & Components",Doors & Windows (aluminium),Exports,2020,25743,01/01/2020,United Kingdom,External Trade,Products & ComponentsDoors & Windows (aluminium)Exports20202574301/01/2020United Kingdom
" Products & Components",Doors & Windows (plastic),Imports,2015,63762,01/01/2015,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Imports20156376201/01/2015United Kingdom
" Products & Components",Doors & Windows (plastic),Imports,2016,70187,01/01/2016,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Imports20167018701/01/2016United Kingdom
" Products & Components",Doors & Windows (plastic),Imports,2017,79104,01/01/2017,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Imports20177910401/01/2017United Kingdom
" Products & Components",Doors & Windows (plastic),Imports,2018,93544,01/01/2018,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Imports20189354401/01/2018United Kingdom
" Products & Components",Doors & Windows (plastic),Imports,2019,104088,01/01/2019,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Imports201910408801/01/2019United Kingdom
" Products & Components",Doors & Windows (plastic),Imports,2020,81994,01/01/2020,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Imports20208199401/01/2020United Kingdom
" Products & Components",Doors & Windows (plastic),Exports,2015,38945,01/01/2015,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Exports20153894501/01/2015United Kingdom
" Products & Components",Doors & Windows (plastic),Exports,2016,35657,01/01/2016,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Exports20163565701/01/2016United Kingdom
" Products & Components",Doors & Windows (plastic),Exports,2017,37585,01/01/2017,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Exports20173758501/01/2017United Kingdom
" Products & Components",Doors & Windows (plastic),Exports,2018,39599,01/01/2018,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Exports20183959901/01/2018United Kingdom
" Products & Components",Doors & Windows (plastic),Exports,2019,41187,01/01/2019,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Exports20194118701/01/2019United Kingdom
" Products & Components",Doors & Windows (plastic),Exports,2020,38342,01/01/2020,United Kingdom,External Trade,Products & ComponentsDoors & Windows (plastic)Exports20203834201/01/2020United Kingdom
" Products & Components",Cork Tiles,Imports,2015,1581,01/01/2015,United Kingdom,External Trade,Products & ComponentsCork TilesImports2015158101/01/2015United Kingdom
" Products & Components",Cork Tiles,Imports,2016,1061,01/01/2016,United Kingdom,External Trade,Products & ComponentsCork TilesImports2016106101/01/2016United Kingdom
" Products & Components",Cork Tiles,Imports,2017,1082,01/01/2017,United Kingdom,External Trade,Products & ComponentsCork TilesImports2017108201/01/2017United Kingdom
" Products & Components",Cork Tiles,Imports,2018,1111,01/01/2018,United Kingdom,External Trade,Products & ComponentsCork TilesImports2018111101/01/2018United Kingdom
" Products & Components",Cork Tiles,Imports,2019,1500,01/01/2019,United Kingdom,External Trade,Products & ComponentsCork TilesImports2019150001/01/2019United Kingdom
" Products & Components",Cork Tiles,Imports,2020,1213,01/01/2020,United Kingdom,External Trade,Products & ComponentsCork TilesImports2020121301/01/2020United Kingdom
" Products & Components",Cork Tiles,Exports,2015,2456,01/01/2015,United Kingdom,External Trade,Products & ComponentsCork TilesExports2015245601/01/2015United Kingdom
" Products & Components",Cork Tiles,Exports,2016,2075,01/01/2016,United Kingdom,External Trade,Products & ComponentsCork TilesExports2016207501/01/2016United Kingdom
" Products & Components",Cork Tiles,Exports,2017,2445,01/01/2017,United Kingdom,External Trade,Products & ComponentsCork TilesExports2017244501/01/2017United Kingdom
" Products & Components",Cork Tiles,Exports,2018,2099,01/01/2018,United Kingdom,External Trade,Products & ComponentsCork TilesExports2018209901/01/2018United Kingdom
" Products & Components",Cork Tiles,Exports,2019,2696,01/01/2019,United Kingdom,External Trade,Products & ComponentsCork TilesExports2019269601/01/2019United Kingdom
" Products & Components",Cork Tiles,Exports,2020,2135,01/01/2020,United Kingdom,External Trade,Products & ComponentsCork TilesExports2020213501/01/2020United Kingdom
" Products & Components",Linoleum Floor Coverings,Imports,2015,364202,01/01/2015,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsImports201536420201/01/2015United Kingdom
" Products & Components",Linoleum Floor Coverings,Imports,2016,405910,01/01/2016,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsImports201640591001/01/2016United Kingdom
" Products & Components",Linoleum Floor Coverings,Imports,2017,472668,01/01/2017,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsImports201747266801/01/2017United Kingdom
" Products & Components",Linoleum Floor Coverings,Imports,2018,485706,01/01/2018,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsImports201848570601/01/2018United Kingdom
" Products & Components",Linoleum Floor Coverings,Imports,2019,545328,01/01/2019,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsImports201954532801/01/2019United Kingdom
" Products & Components",Linoleum Floor Coverings,Imports,2020,560019,01/01/2020,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsImports202056001901/01/2020United Kingdom
" Products & Components",Linoleum Floor Coverings,Exports,2015,221618,01/01/2015,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsExports201522161801/01/2015United Kingdom
" Products & Components",Linoleum Floor Coverings,Exports,2016,254686,01/01/2016,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsExports201625468601/01/2016United Kingdom
" Products & Components",Linoleum Floor Coverings,Exports,2017,298418,01/01/2017,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsExports201729841801/01/2017United Kingdom
" Products & Components",Linoleum Floor Coverings,Exports,2018,321021,01/01/2018,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsExports201832102101/01/2018United Kingdom
" Products & Components",Linoleum Floor Coverings,Exports,2019,317504,01/01/2019,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsExports201931750401/01/2019United Kingdom
" Products & Components",Linoleum Floor Coverings,Exports,2020,277659,01/01/2020,United Kingdom,External Trade,Products & ComponentsLinoleum Floor CoveringsExports202027765901/01/2020United Kingdom
" Products & Components",Wallpaper,Imports,2015,67081,01/01/2015,United Kingdom,External Trade,Products & ComponentsWallpaperImports20156708101/01/2015United Kingdom
" Products & Components",Wallpaper,Imports,2016,65756,01/01/2016,United Kingdom,External Trade,Products & ComponentsWallpaperImports20166575601/01/2016United Kingdom
" Products & Components",Wallpaper,Imports,2017,74965,01/01/2017,United Kingdom,External Trade,Products & ComponentsWallpaperImports20177496501/01/2017United Kingdom
" Products & Components",Wallpaper,Imports,2018,84113,01/01/2018,United Kingdom,External Trade,Products & ComponentsWallpaperImports20188411301/01/2018United Kingdom
" Products & Components",Wallpaper,Imports,2019,93189,01/01/2019,United Kingdom,External Trade,Products & ComponentsWallpaperImports20199318901/01/2019United Kingdom
" Products & Components",Wallpaper,Imports,2020,91375,01/01/2020,United Kingdom,External Trade,Products & ComponentsWallpaperImports20209137501/01/2020United Kingdom
" Products & Components",Wallpaper,Exports,2015,74091,01/01/2015,United Kingdom,External Trade,Products & ComponentsWallpaperExports20157409101/01/2015United Kingdom
" Products & Components",Wallpaper,Exports,2016,84422,01/01/2016,United Kingdom,External Trade,Products & ComponentsWallpaperExports20168442201/01/2016United Kingdom
" Products & Components",Wallpaper,Exports,2017,81229,01/01/2017,United Kingdom,External Trade,Products & ComponentsWallpaperExports20178122901/01/2017United Kingdom
" Products & Components",Wallpaper,Exports,2018,77000,01/01/2018,United Kingdom,External Trade,Products & ComponentsWallpaperExports20187700001/01/2018United Kingdom
" Products & Components",Wallpaper,Exports,2019,85069,01/01/2019,United Kingdom,External Trade,Products & ComponentsWallpaperExports20198506901/01/2019United Kingdom
" Products & Components",Wallpaper,Exports,2020,75252,01/01/2020,United Kingdom,External Trade,Products & ComponentsWallpaperExports20207525201/01/2020United Kingdom
" Products & Components",Textile Wall Coverings,Imports,2015,5133,01/01/2015,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsImports2015513301/01/2015United Kingdom
" Products & Components",Textile Wall Coverings,Imports,2016,6559,01/01/2016,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsImports2016655901/01/2016United Kingdom
" Products & Components",Textile Wall Coverings,Imports,2017,7728,01/01/2017,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsImports2017772801/01/2017United Kingdom
" Products & Components",Textile Wall Coverings,Imports,2018,6531,01/01/2018,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsImports2018653101/01/2018United Kingdom
" Products & Components",Textile Wall Coverings,Imports,2019,6123,01/01/2019,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsImports2019612301/01/2019United Kingdom
" Products & Components",Textile Wall Coverings,Imports,2020,4297,01/01/2020,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsImports2020429701/01/2020United Kingdom
" Products & Components",Textile Wall Coverings,Exports,2015,785,01/01/2015,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsExports201578501/01/2015United Kingdom
" Products & Components",Textile Wall Coverings,Exports,2016,984,01/01/2016,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsExports201698401/01/2016United Kingdom
" Products & Components",Textile Wall Coverings,Exports,2017,1499,01/01/2017,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsExports2017149901/01/2017United Kingdom
" Products & Components",Textile Wall Coverings,Exports,2018,1474,01/01/2018,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsExports2018147401/01/2018United Kingdom
" Products & Components",Textile Wall Coverings,Exports,2019,3146,01/01/2019,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsExports2019314601/01/2019United Kingdom
" Products & Components",Textile Wall Coverings,Exports,2020,3952,01/01/2020,United Kingdom,External Trade,Products & ComponentsTextile Wall CoveringsExports2020395201/01/2020United Kingdom
" Products & Components",Textile Wall Coverings,,2015,2015,01/01/2015,United Kingdom,External Trade,Products & ComponentsTextile Wall Coverings2015201501/01/2015United Kingdom
" Products & Components",Textile Wall Coverings,,2016,2016,01/01/2016,United Kingdom,External Trade,Products & ComponentsTextile Wall Coverings2016201601/01/2016United Kingdom
" Products & Components",Textile Wall Coverings,,2017,2017,01/01/2017,United Kingdom,External Trade,Products & ComponentsTextile Wall Coverings2017201701/01/2017United Kingdom
" Products & Components",Textile Wall Coverings,,2018,2018,01/01/2018,United Kingdom,External Trade,Products & ComponentsTextile Wall Coverings2018201801/01/2018United Kingdom
" Products & Components",Textile Wall Coverings,,2019,2019,01/01/2019,United Kingdom,External Trade,Products & ComponentsTextile Wall Coverings2019201901/01/2019United Kingdom
" Products & Components",Textile Wall Coverings,,2020,2020,01/01/2020,United Kingdom,External Trade,Products & ComponentsTextile Wall Coverings2020202001/01/2020United Kingdom
" Products & Components",Fitted Kitchens (assembled),Imports,2015,75096,01/01/2015,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Imports20157509601/01/2015United Kingdom
" Products & Components",Fitted Kitchens (assembled),Imports,2016,73920,01/01/2016,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Imports20167392001/01/2016United Kingdom
" Products & Components",Fitted Kitchens (assembled),Imports,2017,86086,01/01/2017,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Imports20178608601/01/2017United Kingdom
" Products & Components",Fitted Kitchens (assembled),Imports,2018,68062,01/01/2018,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Imports20186806201/01/2018United Kingdom
" Products & Components",Fitted Kitchens (assembled),Imports,2019,76419,01/01/2019,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Imports20197641901/01/2019United Kingdom
" Products & Components",Fitted Kitchens (assembled),Imports,2020,83002,01/01/2020,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Imports20208300201/01/2020United Kingdom
" Products & Components",Fitted Kitchens (assembled),Exports,2015,22884,01/01/2015,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Exports20152288401/01/2015United Kingdom
" Products & Components",Fitted Kitchens (assembled),Exports,2016,17903,01/01/2016,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Exports20161790301/01/2016United Kingdom
" Products & Components",Fitted Kitchens (assembled),Exports,2017,30396,01/01/2017,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Exports20173039601/01/2017United Kingdom
" Products & Components",Fitted Kitchens (assembled),Exports,2018,33435,01/01/2018,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Exports20183343501/01/2018United Kingdom
" Products & Components",Fitted Kitchens (assembled),Exports,2019,25195,01/01/2019,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Exports20192519501/01/2019United Kingdom
" Products & Components",Fitted Kitchens (assembled),Exports,2020,23303,01/01/2020,United Kingdom,External Trade,Products & ComponentsFitted Kitchens (assembled)Exports20202330301/01/2020United Kingdom
" Products & Components",Prefabricated Buildings (wood),Imports,2015,64011,01/01/2015,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Imports20156401101/01/2015United Kingdom
" Products & Components",Prefabricated Buildings (wood),Imports,2016,58783,01/01/2016,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Imports20165878301/01/2016United Kingdom
" Products & Components",Prefabricated Buildings (wood),Imports,2017,43658,01/01/2017,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Imports20174365801/01/2017United Kingdom
" Products & Components",Prefabricated Buildings (wood),Imports,2018,60042,01/01/2018,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Imports20186004201/01/2018United Kingdom
" Products & Components",Prefabricated Buildings (wood),Imports,2019,59176,01/01/2019,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Imports20195917601/01/2019United Kingdom
" Products & Components",Prefabricated Buildings (wood),Imports,2020,61971,01/01/2020,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Imports20206197101/01/2020United Kingdom
" Products & Components",Prefabricated Buildings (wood),Exports,2015,5438,01/01/2015,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Exports2015543801/01/2015United Kingdom
" Products & Components",Prefabricated Buildings (wood),Exports,2016,4403,01/01/2016,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Exports2016440301/01/2016United Kingdom
" Products & Components",Prefabricated Buildings (wood),Exports,2017,7618,01/01/2017,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Exports2017761801/01/2017United Kingdom
" Products & Components",Prefabricated Buildings (wood),Exports,2018,7712,01/01/2018,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Exports2018771201/01/2018United Kingdom
" Products & Components",Prefabricated Buildings (wood),Exports,2019,10862,01/01/2019,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Exports20191086201/01/2019United Kingdom
" Products & Components",Prefabricated Buildings (wood),Exports,2020,11324,01/01/2020,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (wood)Exports20201132401/01/2020United Kingdom
" Products & Components",Prefabricated Buildings (steel),Imports,2015,59229,01/01/2015,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Imports20155922901/01/2015United Kingdom
" Products & Components",Prefabricated Buildings (steel),Imports,2016,73410,01/01/2016,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Imports20167341001/01/2016United Kingdom
" Products & Components",Prefabricated Buildings (steel),Imports,2017,66669,01/01/2017,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Imports20176666901/01/2017United Kingdom
" Products & Components",Prefabricated Buildings (steel),Imports,2018,79487,01/01/2018,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Imports20187948701/01/2018United Kingdom
" Products & Components",Prefabricated Buildings (steel),Imports,2019,55949,01/01/2019,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Imports20195594901/01/2019United Kingdom
" Products & Components",Prefabricated Buildings (steel),Imports,2020,90745,01/01/2020,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Imports20209074501/01/2020United Kingdom
" Products & Components",Prefabricated Buildings (steel),Exports,2015,38377,01/01/2015,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Exports20153837701/01/2015United Kingdom
" Products & Components",Prefabricated Buildings (steel),Exports,2016,61390,01/01/2016,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Exports20166139001/01/2016United Kingdom
" Products & Components",Prefabricated Buildings (steel),Exports,2017,62002,01/01/2017,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Exports20176200201/01/2017United Kingdom
" Products & Components",Prefabricated Buildings (steel),Exports,2018,84749,01/01/2018,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Exports20188474901/01/2018United Kingdom
" Products & Components",Prefabricated Buildings (steel),Exports,2019,58334,01/01/2019,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Exports20195833401/01/2019United Kingdom
" Products & Components",Prefabricated Buildings (steel),Exports,2020,44655,01/01/2020,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (steel)Exports20204465501/01/2020United Kingdom
" Products & Components",Prefabricated Buildings (other),Imports,2015,38773,01/01/2015,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Imports20153877301/01/2015United Kingdom
" Products & Components",Prefabricated Buildings (other),Imports,2016,47148,01/01/2016,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Imports20164714801/01/2016United Kingdom
" Products & Components",Prefabricated Buildings (other),Imports,2017,48805,01/01/2017,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Imports20174880501/01/2017United Kingdom
" Products & Components",Prefabricated Buildings (other),Imports,2018,74862,01/01/2018,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Imports20187486201/01/2018United Kingdom
" Products & Components",Prefabricated Buildings (other),Imports,2019,63104,01/01/2019,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Imports20196310401/01/2019United Kingdom
" Products & Components",Prefabricated Buildings (other),Imports,2020,91975,01/01/2020,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Imports20209197501/01/2020United Kingdom
" Products & Components",Prefabricated Buildings (other),Exports,2015,26988,01/01/2015,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Exports20152698801/01/2015United Kingdom
" Products & Components",Prefabricated Buildings (other),Exports,2016,11994,01/01/2016,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Exports20161199401/01/2016United Kingdom
" Products & Components",Prefabricated Buildings (other),Exports,2017,21591,01/01/2017,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Exports20172159101/01/2017United Kingdom
" Products & Components",Prefabricated Buildings (other),Exports,2018,15448,01/01/2018,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Exports20181544801/01/2018United Kingdom
" Products & Components",Prefabricated Buildings (other),Exports,2019,23670,01/01/2019,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Exports20192367001/01/2019United Kingdom
" Products & Components",Prefabricated Buildings (other),Exports,2020,25049,01/01/2020,United Kingdom,External Trade,Products & ComponentsPrefabricated Buildings (other)Exports20202504901/01/2020United Kingdom
" Products & Components",Mobile Homes,Imports,2015,288,01/01/2015,United Kingdom,External Trade,Products & ComponentsMobile HomesImports201528801/01/2015United Kingdom
" Products & Components",Mobile Homes,Imports,2016,1404,01/01/2016,United Kingdom,External Trade,Products & ComponentsMobile HomesImports2016140401/01/2016United Kingdom
" Products & Components",Mobile Homes,Imports,2017,36497,01/01/2017,United Kingdom,External Trade,Products & ComponentsMobile HomesImports20173649701/01/2017United Kingdom
" Products & Components",Mobile Homes,Imports,2018,3830,01/01/2018,United Kingdom,External Trade,Products & ComponentsMobile HomesImports2018383001/01/2018United Kingdom
" Products & Components",Mobile Homes,Imports,2019,2107,01/01/2019,United Kingdom,External Trade,Products & ComponentsMobile HomesImports2019210701/01/2019United Kingdom
" Products & Components",Mobile Homes,Imports,2020,1515,01/01/2020,United Kingdom,External Trade,Products & ComponentsMobile HomesImports2020151501/01/2020United Kingdom
" Products & Components",Mobile Homes,Exports,2015,10784,01/01/2015,United Kingdom,External Trade,Products & ComponentsMobile HomesExports20151078401/01/2015United Kingdom
" Products & Components",Mobile Homes,Exports,2016,10702,01/01/2016,United Kingdom,External Trade,Products & ComponentsMobile HomesExports20161070201/01/2016United Kingdom
" Products & Components",Mobile Homes,Exports,2017,5658,01/01/2017,United Kingdom,External Trade,Products & ComponentsMobile HomesExports2017565801/01/2017United Kingdom
" Products & Components",Mobile Homes,Exports,2018,10736,01/01/2018,United Kingdom,External Trade,Products & ComponentsMobile HomesExports20181073601/01/2018United Kingdom
" Products & Components",Mobile Homes,Exports,2019,14017,01/01/2019,United Kingdom,External Trade,Products & ComponentsMobile HomesExports20191401701/01/2019United Kingdom
" Products & Components",Mobile Homes,Exports,2020,10088,01/01/2020,United Kingdom,External Trade,Products & ComponentsMobile HomesExports20201008801/01/2020United Kingdom
" Products & Components",Taps & Valves,Imports,2015,396977,01/01/2015,United Kingdom,External Trade,Products & ComponentsTaps & ValvesImports201539697701/01/2015United Kingdom
" Products & Components",Taps & Valves,Imports,2016,410262,01/01/2016,United Kingdom,External Trade,Products & ComponentsTaps & ValvesImports201641026201/01/2016United Kingdom
" Products & Components",Taps & Valves,Imports,2017,443229,01/01/2017,United Kingdom,External Trade,Products & ComponentsTaps & ValvesImports201744322901/01/2017United Kingdom
" Products & Components",Taps & Valves,Imports,2018,425027,01/01/2018,United Kingdom,External Trade,Products & ComponentsTaps & ValvesImports201842502701/01/2018United Kingdom
" Products & Components",Taps & Valves,Imports,2019,443400,01/01/2019,United Kingdom,External Trade,Products & ComponentsTaps & ValvesImports201944340001/01/2019United Kingdom
" Products & Components",Taps & Valves,Imports,2020,367152,01/01/2020,United Kingdom,External Trade,Products & ComponentsTaps & ValvesImports202036715201/01/2020United Kingdom
" Products & Components",Taps & Valves,Exports,2015,106337,01/01/2015,United Kingdom,External Trade,Products & ComponentsTaps & ValvesExports201510633701/01/2015United Kingdom
" Products & Components",Taps & Valves,Exports,2016,106143,01/01/2016,United Kingdom,External Trade,Products & ComponentsTaps & ValvesExports201610614301/01/2016United Kingdom
" Products & Components",Taps & Valves,Exports,2017,119412,01/01/2017,United Kingdom,External Trade,Products & ComponentsTaps & ValvesExports201711941201/01/2017United Kingdom
" Products & Components",Taps & Valves,Exports,2018,104025,01/01/2018,United Kingdom,External Trade,Products & ComponentsTaps & ValvesExports201810402501/01/2018United Kingdom
" Products & Components",Taps & Valves,Exports,2019,124395,01/01/2019,United Kingdom,External Trade,Products & ComponentsTaps & ValvesExports201912439501/01/2019United Kingdom
" Products & Components",Taps & Valves,Exports,2020,102398,01/01/2020,United Kingdom,External Trade,Products & ComponentsTaps & ValvesExports202010239801/01/2020United Kingdom
" Products & Components",Pumps (circulating),Imports,2015,38310,01/01/2015,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Imports20153831001/01/2015United Kingdom
" Products & Components",Pumps (circulating),Imports,2016,47261,01/01/2016,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Imports20164726101/01/2016United Kingdom
" Products & Components",Pumps (circulating),Imports,2017,38761,01/01/2017,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Imports20173876101/01/2017United Kingdom
" Products & Components",Pumps (circulating),Imports,2018,65214,01/01/2018,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Imports20186521401/01/2018United Kingdom
" Products & Components",Pumps (circulating),Imports,2019,76338,01/01/2019,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Imports20197633801/01/2019United Kingdom
" Products & Components",Pumps (circulating),Imports,2020,64092,01/01/2020,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Imports20206409201/01/2020United Kingdom
" Products & Components",Pumps (circulating),Exports,2015,12767,01/01/2015,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Exports20151276701/01/2015United Kingdom
" Products & Components",Pumps (circulating),Exports,2016,10483,01/01/2016,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Exports20161048301/01/2016United Kingdom
" Products & Components",Pumps (circulating),Exports,2017,13573,01/01/2017,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Exports20171357301/01/2017United Kingdom
" Products & Components",Pumps (circulating),Exports,2018,8978,01/01/2018,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Exports2018897801/01/2018United Kingdom
" Products & Components",Pumps (circulating),Exports,2019,9494,01/01/2019,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Exports2019949401/01/2019United Kingdom
" Products & Components",Pumps (circulating),Exports,2020,4068,01/01/2020,United Kingdom,External Trade,Products & ComponentsPumps (circulating)Exports2020406801/01/2020United Kingdom
" Products & Components",Central Heating Boilers,Imports,2015,584030,01/01/2015,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersImports201558403001/01/2015United Kingdom
" Products & Components",Central Heating Boilers,Imports,2016,624423,01/01/2016,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersImports201662442301/01/2016United Kingdom
" Products & Components",Central Heating Boilers,Imports,2017,640815,01/01/2017,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersImports201764081501/01/2017United Kingdom
" Products & Components",Central Heating Boilers,Imports,2018,664916,01/01/2018,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersImports201866491601/01/2018United Kingdom
" Products & Components",Central Heating Boilers,Imports,2019,622362,01/01/2019,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersImports201962236201/01/2019United Kingdom
" Products & Components",Central Heating Boilers,Imports,2020,550581,01/01/2020,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersImports202055058101/01/2020United Kingdom
" Products & Components",Central Heating Boilers,Exports,2015,75463,01/01/2015,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersExports20157546301/01/2015United Kingdom
" Products & Components",Central Heating Boilers,Exports,2016,110656,01/01/2016,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersExports201611065601/01/2016United Kingdom
" Products & Components",Central Heating Boilers,Exports,2017,152292,01/01/2017,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersExports201715229201/01/2017United Kingdom
" Products & Components",Central Heating Boilers,Exports,2018,180696,01/01/2018,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersExports201818069601/01/2018United Kingdom
" Products & Components",Central Heating Boilers,Exports,2019,171280,01/01/2019,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersExports201917128001/01/2019United Kingdom
" Products & Components",Central Heating Boilers,Exports,2020,159651,01/01/2020,United Kingdom,External Trade,Products & ComponentsCentral Heating BoilersExports202015965101/01/2020United Kingdom
" Products & Components",Radiators,Imports,2015,184085,01/01/2015,United Kingdom,External Trade,Products & ComponentsRadiatorsImports201518408501/01/2015United Kingdom
" Products & Components",Radiators,Imports,2016,191200,01/01/2016,United Kingdom,External Trade,Products & ComponentsRadiatorsImports201619120001/01/2016United Kingdom
" Products & Components",Radiators,Imports,2017,210206,01/01/2017,United Kingdom,External Trade,Products & ComponentsRadiatorsImports201721020601/01/2017United Kingdom
" Products & Components",Radiators,Imports,2018,213025,01/01/2018,United Kingdom,External Trade,Products & ComponentsRadiatorsImports201821302501/01/2018United Kingdom
