Building Materials & Components Type,Materials & Components Sub-Type,Imports/Exports,Year,Current Prices (£'000),Date,Geographical Region,Type,Unique_Key
" Products & Components",Other Glass Products,Exports,2019,52960,01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Glass Products,Exports,2020,54145,01/01/2020,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Imports,2015,29763,01/01/2015,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Imports,2016,34648,01/01/2016,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Imports,2017,26450,01/01/2017,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Imports,2018,29312,01/01/2018,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Imports,2019,20093,01/01/2019,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Imports,2020,21538,01/01/2020,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Exports,2015,4591,01/01/2015,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Exports,2016,5783,01/01/2016,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Exports,2017,4814,01/01/2017,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Exports,2018,3581,01/01/2018,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Exports,2019,3461,01/01/2019,United Kingdom,External Trade,
" Products & Components",Wood Veneers,Exports,2020,3067,01/01/2020,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Imports,2015,68027,01/01/2015,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Imports,2016,67647,01/01/2016,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Imports,2017,64155,01/01/2017,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Imports,2018,64276,01/01/2018,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Imports,2019,55240,01/01/2019,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Imports,2020,53237,01/01/2020,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Exports,2015,9786,01/01/2015,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Exports,2016,9545,01/01/2016,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Exports,2017,12038,01/01/2017,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Exports,2018,17062,01/01/2018,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Exports,2019,17452,01/01/2019,United Kingdom,External Trade,
" Products & Components",Wood Mouldings,Exports,2020,17210,01/01/2020,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Imports,2015,177410,01/01/2015,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Imports,2016,182219,01/01/2016,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Imports,2017,220274,01/01/2017,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Imports,2018,180494,01/01/2018,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Imports,2019,193649,01/01/2019,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Imports,2020,152672,01/01/2020,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Exports,2015,7329,01/01/2015,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Exports,2016,9981,01/01/2016,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Exports,2017,10318,01/01/2017,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Exports,2018,12675,01/01/2018,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Exports,2019,10383,01/01/2019,United Kingdom,External Trade,
" Products & Components",Wood Block Flooring,Exports,2020,9975,01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Imports,2015,118448,01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Imports,2016,130673,01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Imports,2017,153461,01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Imports,2018,134493,01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Imports,2019,152560,01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Imports,2020,146653,01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Exports,2015,13887,01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Exports,2016,13128,01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Exports,2017,17039,01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Exports,2018,15782,01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Exports,2019,16536,01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Builder's Woodwork,Exports,2020,14418,01/01/2020,United Kingdom,External Trade,
" Products & Components",Windows (wood),Imports,2015,151026,01/01/2015,United Kingdom,External Trade,
" Products & Components",Windows (wood),Imports,2016,176592,01/01/2016,United Kingdom,External Trade,
" Products & Components",Windows (wood),Imports,2017,198835,01/01/2017,United Kingdom,External Trade,
" Products & Components",Windows (wood),Imports,2018,204034,01/01/2018,United Kingdom,External Trade,
" Products & Components",Windows (wood),Imports,2019,207409,01/01/2019,United Kingdom,External Trade,
" Products & Components",Windows (wood),Imports,2020,187431,01/01/2020,United Kingdom,External Trade,
" Products & Components",Windows (wood),Exports,2015,12580,01/01/2015,United Kingdom,External Trade,
" Products & Components",Windows (wood),Exports,2016,12168,01/01/2016,United Kingdom,External Trade,
" Products & Components",Windows (wood),Exports,2017,12041,01/01/2017,United Kingdom,External Trade,
" Products & Components",Windows (wood),Exports,2018,13075,01/01/2018,United Kingdom,External Trade,
" Products & Components",Windows (wood),Exports,2019,10737,01/01/2019,United Kingdom,External Trade,
" Products & Components",Windows (wood),Exports,2020,12005,01/01/2020,United Kingdom,External Trade,
" Products & Components",Doors (wood),Imports,2015,228777,01/01/2015,United Kingdom,External Trade,
" Products & Components",Doors (wood),Imports,2016,253717,01/01/2016,United Kingdom,External Trade,
" Products & Components",Doors (wood),Imports,2017,260881,01/01/2017,United Kingdom,External Trade,
" Products & Components",Doors (wood),Imports,2018,260979,01/01/2018,United Kingdom,External Trade,
" Products & Components",Doors (wood),Imports,2019,272113,01/01/2019,United Kingdom,External Trade,
" Products & Components",Doors (wood),Imports,2020,237836,01/01/2020,United Kingdom,External Trade,
" Products & Components",Doors (wood),Exports,2015,17141,01/01/2015,United Kingdom,External Trade,
" Products & Components",Doors (wood),Exports,2016,19948,01/01/2016,United Kingdom,External Trade,
" Products & Components",Doors (wood),Exports,2017,20203,01/01/2017,United Kingdom,External Trade,
" Products & Components",Doors (wood),Exports,2018,32963,01/01/2018,United Kingdom,External Trade,
" Products & Components",Doors (wood),Exports,2019,30966,01/01/2019,United Kingdom,External Trade,
" Products & Components",Doors (wood),Exports,2020,25958,01/01/2020,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Imports,2015,46899,01/01/2015,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Imports,2016,54702,01/01/2016,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Imports,2017,63021,01/01/2017,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Imports,2018,66576,01/01/2018,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Imports,2019,77091,01/01/2019,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Imports,2020,67687,01/01/2020,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Exports,2015,29452,01/01/2015,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Exports,2016,32971,01/01/2016,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Exports,2017,34182,01/01/2017,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Exports,2018,34326,01/01/2018,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Exports,2019,38987,01/01/2019,United Kingdom,External Trade,
" Products & Components",Doors & Windows (steel),Exports,2020,39516,01/01/2020,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Imports,2015,76900,01/01/2015,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Imports,2016,92369,01/01/2016,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Imports,2017,128564,01/01/2017,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Imports,2018,155043,01/01/2018,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Imports,2019,137473,01/01/2019,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Imports,2020,134988,01/01/2020,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Exports,2015,21563,01/01/2015,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Exports,2016,24770,01/01/2016,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Exports,2017,31516,01/01/2017,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Exports,2018,35900,01/01/2018,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Exports,2019,40377,01/01/2019,United Kingdom,External Trade,
" Products & Components",Doors & Windows (aluminium),Exports,2020,25743,01/01/2020,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Imports,2015,63762,01/01/2015,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Imports,2016,70187,01/01/2016,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Imports,2017,79104,01/01/2017,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Imports,2018,93544,01/01/2018,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Imports,2019,104088,01/01/2019,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Imports,2020,81994,01/01/2020,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Exports,2015,38945,01/01/2015,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Exports,2016,35657,01/01/2016,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Exports,2017,37585,01/01/2017,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Exports,2018,39599,01/01/2018,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Exports,2019,41187,01/01/2019,United Kingdom,External Trade,
" Products & Components",Doors & Windows (plastic),Exports,2020,38342,01/01/2020,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Imports,2015,1581,01/01/2015,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Imports,2016,1061,01/01/2016,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Imports,2017,1082,01/01/2017,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Imports,2018,1111,01/01/2018,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Imports,2019,1500,01/01/2019,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Imports,2020,1213,01/01/2020,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Exports,2015,2456,01/01/2015,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Exports,2016,2075,01/01/2016,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Exports,2017,2445,01/01/2017,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Exports,2018,2099,01/01/2018,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Exports,2019,2696,01/01/2019,United Kingdom,External Trade,
" Products & Components",Cork Tiles,Exports,2020,2135,01/01/2020,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Imports,2015,364202,01/01/2015,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Imports,2016,405910,01/01/2016,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Imports,2017,472668,01/01/2017,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Imports,2018,485706,01/01/2018,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Imports,2019,545328,01/01/2019,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Imports,2020,560019,01/01/2020,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Exports,2015,221618,01/01/2015,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Exports,2016,254686,01/01/2016,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Exports,2017,298418,01/01/2017,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Exports,2018,321021,01/01/2018,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Exports,2019,317504,01/01/2019,United Kingdom,External Trade,
" Products & Components",Linoleum Floor Coverings,Exports,2020,277659,01/01/2020,United Kingdom,External Trade,
" Products & Components",Wallpaper,Imports,2015,67081,01/01/2015,United Kingdom,External Trade,
" Products & Components",Wallpaper,Imports,2016,65756,01/01/2016,United Kingdom,External Trade,
" Products & Components",Wallpaper,Imports,2017,74965,01/01/2017,United Kingdom,External Trade,
" Products & Components",Wallpaper,Imports,2018,84113,01/01/2018,United Kingdom,External Trade,
" Products & Components",Wallpaper,Imports,2019,93189,01/01/2019,United Kingdom,External Trade,
" Products & Components",Wallpaper,Imports,2020,91375,01/01/2020,United Kingdom,External Trade,
" Products & Components",Wallpaper,Exports,2015,74091,01/01/2015,United Kingdom,External Trade,
" Products & Components",Wallpaper,Exports,2016,84422,01/01/2016,United Kingdom,External Trade,
" Products & Components",Wallpaper,Exports,2017,81229,01/01/2017,United Kingdom,External Trade,
" Products & Components",Wallpaper,Exports,2018,77000,01/01/2018,United Kingdom,External Trade,
" Products & Components",Wallpaper,Exports,2019,85069,01/01/2019,United Kingdom,External Trade,
" Products & Components",Wallpaper,Exports,2020,75252,01/01/2020,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Imports,2015,5133,01/01/2015,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Imports,2016,6559,01/01/2016,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Imports,2017,7728,01/01/2017,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Imports,2018,6531,01/01/2018,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Imports,2019,6123,01/01/2019,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Imports,2020,4297,01/01/2020,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Exports,2015,785,01/01/2015,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Exports,2016,984,01/01/2016,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Exports,2017,1499,01/01/2017,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Exports,2018,1474,01/01/2018,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Exports,2019,3146,01/01/2019,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,Exports,2020,3952,01/01/2020,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,,2015,2015,01/01/2015,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,,2016,2016,01/01/2016,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,,2017,2017,01/01/2017,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,,2018,2018,01/01/2018,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,,2019,2019,01/01/2019,United Kingdom,External Trade,
" Products & Components",Textile Wall Coverings,,2020,2020,01/01/2020,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Imports,2015,75096,01/01/2015,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Imports,2016,73920,01/01/2016,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Imports,2017,86086,01/01/2017,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Imports,2018,68062,01/01/2018,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Imports,2019,76419,01/01/2019,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Imports,2020,83002,01/01/2020,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Exports,2015,22884,01/01/2015,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Exports,2016,17903,01/01/2016,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Exports,2017,30396,01/01/2017,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Exports,2018,33435,01/01/2018,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Exports,2019,25195,01/01/2019,United Kingdom,External Trade,
" Products & Components",Fitted Kitchens (assembled),Exports,2020,23303,01/01/2020,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Imports,2015,64011,01/01/2015,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Imports,2016,58783,01/01/2016,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Imports,2017,43658,01/01/2017,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Imports,2018,60042,01/01/2018,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Imports,2019,59176,01/01/2019,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Imports,2020,61971,01/01/2020,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Exports,2015,5438,01/01/2015,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Exports,2016,4403,01/01/2016,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Exports,2017,7618,01/01/2017,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Exports,2018,7712,01/01/2018,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Exports,2019,10862,01/01/2019,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (wood),Exports,2020,11324,01/01/2020,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Imports,2015,59229,01/01/2015,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Imports,2016,73410,01/01/2016,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Imports,2017,66669,01/01/2017,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Imports,2018,79487,01/01/2018,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Imports,2019,55949,01/01/2019,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Imports,2020,90745,01/01/2020,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Exports,2015,38377,01/01/2015,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Exports,2016,61390,01/01/2016,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Exports,2017,62002,01/01/2017,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Exports,2018,84749,01/01/2018,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Exports,2019,58334,01/01/2019,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (steel),Exports,2020,44655,01/01/2020,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Imports,2015,38773,01/01/2015,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Imports,2016,47148,01/01/2016,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Imports,2017,48805,01/01/2017,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Imports,2018,74862,01/01/2018,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Imports,2019,63104,01/01/2019,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Imports,2020,91975,01/01/2020,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Exports,2015,26988,01/01/2015,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Exports,2016,11994,01/01/2016,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Exports,2017,21591,01/01/2017,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Exports,2018,15448,01/01/2018,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Exports,2019,23670,01/01/2019,United Kingdom,External Trade,
" Products & Components",Prefabricated Buildings (other),Exports,2020,25049,01/01/2020,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Imports,2015,288,01/01/2015,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Imports,2016,1404,01/01/2016,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Imports,2017,36497,01/01/2017,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Imports,2018,3830,01/01/2018,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Imports,2019,2107,01/01/2019,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Imports,2020,1515,01/01/2020,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Exports,2015,10784,01/01/2015,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Exports,2016,10702,01/01/2016,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Exports,2017,5658,01/01/2017,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Exports,2018,10736,01/01/2018,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Exports,2019,14017,01/01/2019,United Kingdom,External Trade,
" Products & Components",Mobile Homes,Exports,2020,10088,01/01/2020,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Imports,2015,396977,01/01/2015,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Imports,2016,410262,01/01/2016,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Imports,2017,443229,01/01/2017,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Imports,2018,425027,01/01/2018,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Imports,2019,443400,01/01/2019,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Imports,2020,367152,01/01/2020,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Exports,2015,106337,01/01/2015,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Exports,2016,106143,01/01/2016,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Exports,2017,119412,01/01/2017,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Exports,2018,104025,01/01/2018,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Exports,2019,124395,01/01/2019,United Kingdom,External Trade,
" Products & Components",Taps & Valves,Exports,2020,102398,01/01/2020,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Imports,2015,38310,01/01/2015,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Imports,2016,47261,01/01/2016,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Imports,2017,38761,01/01/2017,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Imports,2018,65214,01/01/2018,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Imports,2019,76338,01/01/2019,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Imports,2020,64092,01/01/2020,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Exports,2015,12767,01/01/2015,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Exports,2016,10483,01/01/2016,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Exports,2017,13573,01/01/2017,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Exports,2018,8978,01/01/2018,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Exports,2019,9494,01/01/2019,United Kingdom,External Trade,
" Products & Components",Pumps (circulating),Exports,2020,4068,01/01/2020,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Imports,2015,584030,01/01/2015,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Imports,2016,624423,01/01/2016,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Imports,2017,640815,01/01/2017,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Imports,2018,664916,01/01/2018,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Imports,2019,622362,01/01/2019,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Imports,2020,550581,01/01/2020,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Exports,2015,75463,01/01/2015,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Exports,2016,110656,01/01/2016,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Exports,2017,152292,01/01/2017,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Exports,2018,180696,01/01/2018,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Exports,2019,171280,01/01/2019,United Kingdom,External Trade,
" Products & Components",Central Heating Boilers,Exports,2020,159651,01/01/2020,United Kingdom,External Trade,
" Products & Components",Radiators,Imports,2015,184085,01/01/2015,United Kingdom,External Trade,
" Products & Components",Radiators,Imports,2016,191200,01/01/2016,United Kingdom,External Trade,
" Products & Components",Radiators,Imports,2017,210206,01/01/2017,United Kingdom,External Trade,
" Products & Components",Radiators,Imports,2018,213025,01/01/2018,United Kingdom,External Trade,
" Products & Components",Radiators,Imports,2019,240469,01/01/2019,United Kingdom,External Trade,
" Products & Components",Radiators,Imports,2020,225483,01/01/2020,United Kingdom,External Trade,
" Products & Components",Radiators,Exports,2015,40929,01/01/2015,United Kingdom,External Trade,
" Products & Components",Radiators,Exports,2016,45208,01/01/2016,United Kingdom,External Trade,
" Products & Components",Radiators,Exports,2017,49243,01/01/2017,United Kingdom,External Trade,
" Products & Components",Radiators,Exports,2018,50045,01/01/2018,United Kingdom,External Trade,
" Products & Components",Radiators,Exports,2019,40377,01/01/2019,United Kingdom,External Trade,
" Products & Components",Radiators,Exports,2020,33733,01/01/2020,United Kingdom,External Trade,
" Products & Components",Water Heaters,Imports,2015,127898,01/01/2015,United Kingdom,External Trade,
" Products & Components",Water Heaters,Imports,2016,139385,01/01/2016,United Kingdom,External Trade,
" Products & Components",Water Heaters,Imports,2017,148614,01/01/2017,United Kingdom,External Trade,
" Products & Components",Water Heaters,Imports,2018,153555,01/01/2018,United Kingdom,External Trade,
" Products & Components",Water Heaters,Imports,2019,182645,01/01/2019,United Kingdom,External Trade,
" Products & Components",Water Heaters,Imports,2020,195521,01/01/2020,United Kingdom,External Trade,
" Products & Components",Water Heaters,Exports,2015,65808,01/01/2015,United Kingdom,External Trade,
" Products & Components",Water Heaters,Exports,2016,65569,01/01/2016,United Kingdom,External Trade,
" Products & Components",Water Heaters,Exports,2017,71045,01/01/2017,United Kingdom,External Trade,
" Products & Components",Water Heaters,Exports,2018,73064,01/01/2018,United Kingdom,External Trade,
" Products & Components",Water Heaters,Exports,2019,68379,01/01/2019,United Kingdom,External Trade,
" Products & Components",Water Heaters,Exports,2020,70439,01/01/2020,United Kingdom,External Trade,
" Products & Components",Space Heaters,Imports,2015,130099,01/01/2015,United Kingdom,External Trade,
" Products & Components",Space Heaters,Imports,2016,140966,01/01/2016,United Kingdom,External Trade,
" Products & Components",Space Heaters,Imports,2017,150464,01/01/2017,United Kingdom,External Trade,
" Products & Components",Space Heaters,Imports,2018,165358,01/01/2018,United Kingdom,External Trade,
" Products & Components",Space Heaters,Imports,2019,166675,01/01/2019,United Kingdom,External Trade,
" Products & Components",Space Heaters,Imports,2020,141695,01/01/2020,United Kingdom,External Trade,
" Products & Components",Space Heaters,Exports,2015,31490,01/01/2015,United Kingdom,External Trade,
" Products & Components",Space Heaters,Exports,2016,32277,01/01/2016,United Kingdom,External Trade,
" Products & Components",Space Heaters,Exports,2017,40711,01/01/2017,United Kingdom,External Trade,
" Products & Components",Space Heaters,Exports,2018,47546,01/01/2018,United Kingdom,External Trade,
" Products & Components",Space Heaters,Exports,2019,56996,01/01/2019,United Kingdom,External Trade,
" Products & Components",Space Heaters,Exports,2020,57719,01/01/2020,United Kingdom,External Trade,
" Products & Components",Fan Systems,Imports,2015,245360,01/01/2015,United Kingdom,External Trade,
