Date,Building Materials & Components Type,Materials & Components Sub-Type,Imports/Exports,Current Prices (£'000),Geographical Region,Type
01/01/2017," Products & Components",Copper Pipes,Exports,128700,United Kingdom,External Trade
01/01/2018," Products & Components",Copper Pipes,Exports,128890,United Kingdom,External Trade
01/01/2019," Products & Components",Copper Pipes,Exports,103153,United Kingdom,External Trade
01/01/2020," Products & Components",Copper Pipes,Exports,97577,United Kingdom,External Trade
01/01/2015," Products & Components",Lead Pipes & Fittings**,Imports,,United Kingdom,External Trade
01/01/2016," Products & Components",Lead Pipes & Fittings**,Imports,,United Kingdom,External Trade
01/01/2017," Products & Components",Lead Pipes & Fittings**,Imports,,United Kingdom,External Trade
01/01/2018," Products & Components",Lead Pipes & Fittings**,Imports,,United Kingdom,External Trade
01/01/2019," Products & Components",Lead Pipes & Fittings**,Imports,,United Kingdom,External Trade
01/01/2020," Products & Components",Lead Pipes & Fittings**,Imports,,United Kingdom,External Trade
01/01/2015," Products & Components",Lead Pipes & Fittings**,Exports,,United Kingdom,External Trade
01/01/2016," Products & Components",Lead Pipes & Fittings**,Exports,,United Kingdom,External Trade
01/01/2017," Products & Components",Lead Pipes & Fittings**,Exports,,United Kingdom,External Trade
01/01/2018," Products & Components",Lead Pipes & Fittings**,Exports,,United Kingdom,External Trade
01/01/2019," Products & Components",Lead Pipes & Fittings**,Exports,,United Kingdom,External Trade
01/01/2020," Products & Components",Lead Pipes & Fittings**,Exports,,United Kingdom,External Trade
01/01/2015," Products & Components",Zinc Pipes & Fittings*,Imports,,United Kingdom,External Trade
01/01/2016," Products & Components",Zinc Pipes & Fittings*,Imports,,United Kingdom,External Trade
01/01/2017," Products & Components",Zinc Pipes & Fittings*,Imports,,United Kingdom,External Trade
01/01/2018," Products & Components",Zinc Pipes & Fittings*,Imports,,United Kingdom,External Trade
01/01/2019," Products & Components",Zinc Pipes & Fittings*,Imports,,United Kingdom,External Trade
01/01/2020," Products & Components",Zinc Pipes & Fittings*,Imports,,United Kingdom,External Trade
01/01/2015," Products & Components",Zinc Pipes & Fittings*,Exports,,United Kingdom,External Trade
01/01/2016," Products & Components",Zinc Pipes & Fittings*,Exports,,United Kingdom,External Trade
01/01/2017," Products & Components",Zinc Pipes & Fittings*,Exports,,United Kingdom,External Trade
01/01/2018," Products & Components",Zinc Pipes & Fittings*,Exports,,United Kingdom,External Trade
01/01/2019," Products & Components",Zinc Pipes & Fittings*,Exports,,United Kingdom,External Trade
01/01/2020," Products & Components",Zinc Pipes & Fittings*,Exports,,United Kingdom,External Trade
01/01/2015," Products & Components",Other Zinc Building Products*,Imports,,United Kingdom,External Trade
01/01/2016," Products & Components",Other Zinc Building Products*,Imports,,United Kingdom,External Trade
01/01/2017," Products & Components",Other Zinc Building Products*,Imports,,United Kingdom,External Trade
01/01/2018," Products & Components",Other Zinc Building Products*,Imports,,United Kingdom,External Trade
01/01/2019," Products & Components",Other Zinc Building Products*,Imports,,United Kingdom,External Trade
01/01/2020," Products & Components",Other Zinc Building Products*,Imports,,United Kingdom,External Trade
01/01/2015," Products & Components",Other Zinc Building Products*,Exports,,United Kingdom,External Trade
01/01/2016," Products & Components",Other Zinc Building Products*,Exports,,United Kingdom,External Trade
01/01/2017," Products & Components",Other Zinc Building Products*,Exports,,United Kingdom,External Trade
01/01/2018," Products & Components",Other Zinc Building Products*,Exports,,United Kingdom,External Trade
01/01/2019," Products & Components",Other Zinc Building Products*,Exports,,United Kingdom,External Trade
01/01/2020," Products & Components",Other Zinc Building Products*,Exports,,United Kingdom,External Trade
01/01/2015," Products & Components",Zinc Building Products*,Imports,17863,United Kingdom,External Trade
01/01/2016," Products & Components",Zinc Building Products*,Imports,21071,United Kingdom,External Trade
01/01/2017," Products & Components",Zinc Building Products*,Imports,23385,United Kingdom,External Trade
01/01/2018," Products & Components",Zinc Building Products*,Imports,28284,United Kingdom,External Trade
01/01/2019," Products & Components",Zinc Building Products*,Imports,20236,United Kingdom,External Trade
01/01/2020," Products & Components",Zinc Building Products*,Imports,12149,United Kingdom,External Trade
01/01/2015," Products & Components",Zinc Building Products*,Exports,33036,United Kingdom,External Trade
01/01/2016," Products & Components",Zinc Building Products*,Exports,36537,United Kingdom,External Trade
01/01/2017," Products & Components",Zinc Building Products*,Exports,43660,United Kingdom,External Trade
01/01/2018," Products & Components",Zinc Building Products*,Exports,50190,United Kingdom,External Trade
01/01/2019," Products & Components",Zinc Building Products*,Exports,20236,United Kingdom,External Trade
01/01/2020," Products & Components",Zinc Building Products*,Exports,45064,United Kingdom,External Trade
01/01/2015," Products & Components",Plastic Pipes,Imports,135611,United Kingdom,External Trade
01/01/2016," Products & Components",Plastic Pipes,Imports,135985,United Kingdom,External Trade
01/01/2017," Products & Components",Plastic Pipes,Imports,153533,United Kingdom,External Trade
01/01/2018," Products & Components",Plastic Pipes,Imports,180619,United Kingdom,External Trade
01/01/2019," Products & Components",Plastic Pipes,Imports,199580,United Kingdom,External Trade
01/01/2020," Products & Components",Plastic Pipes,Imports,205136,United Kingdom,External Trade
01/01/2015," Products & Components",Plastic Pipes,Exports,149220,United Kingdom,External Trade
01/01/2016," Products & Components",Plastic Pipes,Exports,169877,United Kingdom,External Trade
01/01/2017," Products & Components",Plastic Pipes,Exports,179551,United Kingdom,External Trade
01/01/2018," Products & Components",Plastic Pipes,Exports,200815,United Kingdom,External Trade
01/01/2019," Products & Components",Plastic Pipes,Exports,208114,United Kingdom,External Trade
01/01/2020," Products & Components",Plastic Pipes,Exports,206508,United Kingdom,External Trade
01/01/2015," Products & Components",Other Plastic Building Products,Imports,205501,United Kingdom,External Trade
01/01/2016," Products & Components",Other Plastic Building Products,Imports,236608,United Kingdom,External Trade
01/01/2017," Products & Components",Other Plastic Building Products,Imports,278267,United Kingdom,External Trade
01/01/2018," Products & Components",Other Plastic Building Products,Imports,281008,United Kingdom,External Trade
01/01/2019," Products & Components",Other Plastic Building Products,Imports,292647,United Kingdom,External Trade
01/01/2020," Products & Components",Other Plastic Building Products,Imports,296469,United Kingdom,External Trade
01/01/2015," Products & Components",Other Plastic Building Products,Exports,124773,United Kingdom,External Trade
01/01/2016," Products & Components",Other Plastic Building Products,Exports,136731,United Kingdom,External Trade
01/01/2017," Products & Components",Other Plastic Building Products,Exports,158179,United Kingdom,External Trade
01/01/2018," Products & Components",Other Plastic Building Products,Exports,177535,United Kingdom,External Trade
01/01/2019," Products & Components",Other Plastic Building Products,Exports,183960,United Kingdom,External Trade
01/01/2020," Products & Components",Other Plastic Building Products,Exports,167035,United Kingdom,External Trade
01/01/2015," Products & Components",Builders Ironmongery,Imports,371498,United Kingdom,External Trade
01/01/2016," Products & Components",Builders Ironmongery,Imports,386506,United Kingdom,External Trade
01/01/2017," Products & Components",Builders Ironmongery,Imports,451700,United Kingdom,External Trade
01/01/2018," Products & Components",Builders Ironmongery,Imports,493945,United Kingdom,External Trade
01/01/2019," Products & Components",Builders Ironmongery,Imports,529226,United Kingdom,External Trade
01/01/2020," Products & Components",Builders Ironmongery,Imports,445034,United Kingdom,External Trade
01/01/2015," Products & Components",Builders Ironmongery,Exports,138961,United Kingdom,External Trade
01/01/2016," Products & Components",Builders Ironmongery,Exports,164424,United Kingdom,External Trade
01/01/2017," Products & Components",Builders Ironmongery,Exports,225751,United Kingdom,External Trade
01/01/2018," Products & Components",Builders Ironmongery,Exports,231937,United Kingdom,External Trade
01/01/2019," Products & Components",Builders Ironmongery,Exports,264240,United Kingdom,External Trade
01/01/2020," Products & Components",Builders Ironmongery,Exports,211737,United Kingdom,External Trade
01/01/2015," Products & Components",Nails & Screws,Imports,68360,United Kingdom,External Trade
01/01/2016," Products & Components",Nails & Screws,Imports,80506,United Kingdom,External Trade
01/01/2017," Products & Components",Nails & Screws,Imports,86634,United Kingdom,External Trade
01/01/2018," Products & Components",Nails & Screws,Imports,92634,United Kingdom,External Trade
01/01/2019," Products & Components",Nails & Screws,Imports,94145,United Kingdom,External Trade
01/01/2020," Products & Components",Nails & Screws,Imports,77724,United Kingdom,External Trade
01/01/2015," Products & Components",Nails & Screws,Exports,8023,United Kingdom,External Trade
01/01/2016," Products & Components",Nails & Screws,Exports,8752,United Kingdom,External Trade
01/01/2017," Products & Components",Nails & Screws,Exports,10051,United Kingdom,External Trade
01/01/2018," Products & Components",Nails & Screws,Exports,11408,United Kingdom,External Trade
01/01/2019," Products & Components",Nails & Screws,Exports,10566,United Kingdom,External Trade
01/01/2020," Products & Components",Nails & Screws,Exports,11278,United Kingdom,External Trade
01/01/2015," Products & Components","Mastics, Putty",Imports,180937,United Kingdom,External Trade
01/01/2016," Products & Components","Mastics, Putty",Imports,210808,United Kingdom,External Trade
01/01/2017," Products & Components","Mastics, Putty",Imports,222507,United Kingdom,External Trade
01/01/2018," Products & Components","Mastics, Putty",Imports,246691,United Kingdom,External Trade
01/01/2019," Products & Components","Mastics, Putty",Imports,235684,United Kingdom,External Trade
01/01/2020," Products & Components","Mastics, Putty",Imports,220029,United Kingdom,External Trade
01/01/2015," Products & Components","Mastics, Putty",Exports,137914,United Kingdom,External Trade
01/01/2016," Products & Components","Mastics, Putty",Exports,161286,United Kingdom,External Trade
01/01/2017," Products & Components","Mastics, Putty",Exports,178310,United Kingdom,External Trade
01/01/2018," Products & Components","Mastics, Putty",Exports,202546,United Kingdom,External Trade
01/01/2019," Products & Components","Mastics, Putty",Exports,219136,United Kingdom,External Trade
01/01/2020," Products & Components","Mastics, Putty",Exports,211525,United Kingdom,External Trade
01/01/2015," Products & Components",Paints & Varnishes,Imports,437542,United Kingdom,External Trade
01/01/2016," Products & Components",Paints & Varnishes,Imports,477875,United Kingdom,External Trade
01/01/2017," Products & Components",Paints & Varnishes,Imports,545870,United Kingdom,External Trade
01/01/2018," Products & Components",Paints & Varnishes,Imports,539296,United Kingdom,External Trade
01/01/2019," Products & Components",Paints & Varnishes,Imports,522156,United Kingdom,External Trade
01/01/2020," Products & Components",Paints & Varnishes,Imports,490170,United Kingdom,External Trade
01/01/2015," Products & Components",Paints & Varnishes,Exports,607263,United Kingdom,External Trade
01/01/2016," Products & Components",Paints & Varnishes,Exports,608147,United Kingdom,External Trade
01/01/2017," Products & Components",Paints & Varnishes,Exports,669195,United Kingdom,External Trade
01/01/2018," Products & Components",Paints & Varnishes,Exports,716884,United Kingdom,External Trade
01/01/2019," Products & Components",Paints & Varnishes,Exports,751684,United Kingdom,External Trade
01/01/2020," Products & Components",Paints & Varnishes,Exports,687935,United Kingdom,External Trade
01/01/2015," Products & Components",Paints & Varnishes,,2015,United Kingdom,External Trade
01/01/2016," Products & Components",Paints & Varnishes,,2016,United Kingdom,External Trade
01/01/2017," Products & Components",Paints & Varnishes,,2017,United Kingdom,External Trade
01/01/2018," Products & Components",Paints & Varnishes,,2018,United Kingdom,External Trade
01/01/2019," Products & Components",Paints & Varnishes,,2019,United Kingdom,External Trade
01/01/2020," Products & Components",Paints & Varnishes,,2020,United Kingdom,External Trade
01/01/2015," Products & Components",Unglazed Ceramic Tiles,Imports,69862,United Kingdom,External Trade
01/01/2016," Products & Components",Unglazed Ceramic Tiles,Imports,76768,United Kingdom,External Trade
01/01/2017," Products & Components",Unglazed Ceramic Tiles,Imports,359291,United Kingdom,External Trade
01/01/2018," Products & Components",Unglazed Ceramic Tiles,Imports,328391,United Kingdom,External Trade
01/01/2019," Products & Components",Unglazed Ceramic Tiles,Imports,365387,United Kingdom,External Trade
01/01/2020," Products & Components",Unglazed Ceramic Tiles,Imports,339715,United Kingdom,External Trade
01/01/2015," Products & Components",Unglazed Ceramic Tiles,Exports,3710,United Kingdom,External Trade
01/01/2016," Products & Components",Unglazed Ceramic Tiles,Exports,4726,United Kingdom,External Trade
01/01/2017," Products & Components",Unglazed Ceramic Tiles,Exports,22498,United Kingdom,External Trade
01/01/2018," Products & Components",Unglazed Ceramic Tiles,Exports,20862,United Kingdom,External Trade
01/01/2019," Products & Components",Unglazed Ceramic Tiles,Exports,15871,United Kingdom,External Trade
01/01/2020," Products & Components",Unglazed Ceramic Tiles,Exports,18722,United Kingdom,External Trade
01/01/2015," Products & Components",Glazed Ceramic Tiles,Imports,203113,United Kingdom,External Trade
01/01/2016," Products & Components",Glazed Ceramic Tiles,Imports,229910,United Kingdom,External Trade
01/01/2017," Products & Components",Glazed Ceramic Tiles,Imports,,United Kingdom,External Trade
01/01/2018," Products & Components",Glazed Ceramic Tiles,Imports,,United Kingdom,External Trade
01/01/2019," Products & Components",Glazed Ceramic Tiles,Imports,,United Kingdom,External Trade
01/01/2020," Products & Components",Glazed Ceramic Tiles,Imports,,United Kingdom,External Trade
01/01/2015," Products & Components",Glazed Ceramic Tiles,Exports,15867,United Kingdom,External Trade
01/01/2016," Products & Components",Glazed Ceramic Tiles,Exports,15967,United Kingdom,External Trade
01/01/2017," Products & Components",Glazed Ceramic Tiles,Exports,,United Kingdom,External Trade
01/01/2018," Products & Components",Glazed Ceramic Tiles,Exports,,United Kingdom,External Trade
01/01/2019," Products & Components",Glazed Ceramic Tiles,Exports,,United Kingdom,External Trade
01/01/2020," Products & Components",Glazed Ceramic Tiles,Exports,,United Kingdom,External Trade
01/01/2015," Products & Components",Ceramic Sanitaryware,Imports,201395,United Kingdom,External Trade
01/01/2016," Products & Components",Ceramic Sanitaryware,Imports,211761,United Kingdom,External Trade
01/01/2017," Products & Components",Ceramic Sanitaryware,Imports,223463,United Kingdom,External Trade
01/01/2018," Products & Components",Ceramic Sanitaryware,Imports,215855,United Kingdom,External Trade
01/01/2019," Products & Components",Ceramic Sanitaryware,Imports,239905,United Kingdom,External Trade
01/01/2020," Products & Components",Ceramic Sanitaryware,Imports,188398,United Kingdom,External Trade
01/01/2015," Products & Components",Ceramic Sanitaryware,Exports,29386,United Kingdom,External Trade
01/01/2016," Products & Components",Ceramic Sanitaryware,Exports,31926,United Kingdom,External Trade
01/01/2017," Products & Components",Ceramic Sanitaryware,Exports,36163,United Kingdom,External Trade
01/01/2018," Products & Components",Ceramic Sanitaryware,Exports,40118,United Kingdom,External Trade
01/01/2019," Products & Components",Ceramic Sanitaryware,Exports,41436,United Kingdom,External Trade
01/01/2020," Products & Components",Ceramic Sanitaryware,Exports,33416,United Kingdom,External Trade
01/01/2015," Products & Components",Plastic Sanitaryware,Imports,137983,United Kingdom,External Trade
01/01/2016," Products & Components",Plastic Sanitaryware,Imports,147671,United Kingdom,External Trade
01/01/2017," Products & Components",Plastic Sanitaryware,Imports,163898,United Kingdom,External Trade
01/01/2018," Products & Components",Plastic Sanitaryware,Imports,168461,United Kingdom,External Trade
01/01/2019," Products & Components",Plastic Sanitaryware,Imports,173206,United Kingdom,External Trade
01/01/2020," Products & Components",Plastic Sanitaryware,Imports,157997,United Kingdom,External Trade
01/01/2015," Products & Components",Plastic Sanitaryware,Exports,47037,United Kingdom,External Trade
01/01/2016," Products & Components",Plastic Sanitaryware,Exports,54262,United Kingdom,External Trade
01/01/2017," Products & Components",Plastic Sanitaryware,Exports,61389,United Kingdom,External Trade
01/01/2018," Products & Components",Plastic Sanitaryware,Exports,65988,United Kingdom,External Trade
01/01/2019," Products & Components",Plastic Sanitaryware,Exports,66016,United Kingdom,External Trade
01/01/2020," Products & Components",Plastic Sanitaryware,Exports,55157,United Kingdom,External Trade
01/01/2015," Products & Components",Metal Sanitaryware,Imports,133225,United Kingdom,External Trade
01/01/2016," Products & Components",Metal Sanitaryware,Imports,144313,United Kingdom,External Trade
01/01/2017," Products & Components",Metal Sanitaryware,Imports,171007,United Kingdom,External Trade
01/01/2018," Products & Components",Metal Sanitaryware,Imports,157017,United Kingdom,External Trade
01/01/2019," Products & Components",Metal Sanitaryware,Imports,152477,United Kingdom,External Trade
01/01/2020," Products & Components",Metal Sanitaryware,Imports,129026,United Kingdom,External Trade
01/01/2015," Products & Components",Metal Sanitaryware,Exports,38149,United Kingdom,External Trade
01/01/2016," Products & Components",Metal Sanitaryware,Exports,44020,United Kingdom,External Trade
01/01/2017," Products & Components",Metal Sanitaryware,Exports,45863,United Kingdom,External Trade
01/01/2018," Products & Components",Metal Sanitaryware,Exports,45732,United Kingdom,External Trade
01/01/2019," Products & Components",Metal Sanitaryware,Exports,41637,United Kingdom,External Trade
01/01/2020," Products & Components",Metal Sanitaryware,Exports,40933,United Kingdom,External Trade
01/01/2015," Products & Components",Flat Glass,Imports,50804,United Kingdom,External Trade
01/01/2016," Products & Components",Flat Glass,Imports,69236,United Kingdom,External Trade
01/01/2017," Products & Components",Flat Glass,Imports,63909,United Kingdom,External Trade
01/01/2018," Products & Components",Flat Glass,Imports,71916,United Kingdom,External Trade
01/01/2019," Products & Components",Flat Glass,Imports,56990,United Kingdom,External Trade
01/01/2020," Products & Components",Flat Glass,Imports,48341,United Kingdom,External Trade
01/01/2015," Products & Components",Flat Glass,Exports,25317,United Kingdom,External Trade
01/01/2016," Products & Components",Flat Glass,Exports,24907,United Kingdom,External Trade
01/01/2017," Products & Components",Flat Glass,Exports,30738,United Kingdom,External Trade
01/01/2018," Products & Components",Flat Glass,Exports,30631,United Kingdom,External Trade
01/01/2019," Products & Components",Flat Glass,Exports,27942,United Kingdom,External Trade
01/01/2020," Products & Components",Flat Glass,Exports,30322,United Kingdom,External Trade
01/01/2015," Products & Components",Other Glass Products,Imports,82429,United Kingdom,External Trade
01/01/2016," Products & Components",Other Glass Products,Imports,92256,United Kingdom,External Trade
01/01/2017," Products & Components",Other Glass Products,Imports,106388,United Kingdom,External Trade
01/01/2018," Products & Components",Other Glass Products,Imports,122532,United Kingdom,External Trade
01/01/2019," Products & Components",Other Glass Products,Imports,134212,United Kingdom,External Trade
01/01/2020," Products & Components",Other Glass Products,Imports,124397,United Kingdom,External Trade
01/01/2015," Products & Components",Other Glass Products,Exports,27101,United Kingdom,External Trade
01/01/2016," Products & Components",Other Glass Products,Exports,33141,United Kingdom,External Trade
01/01/2017," Products & Components",Other Glass Products,Exports,37574,United Kingdom,External Trade
01/01/2018," Products & Components",Other Glass Products,Exports,43421,United Kingdom,External Trade
01/01/2019," Products & Components",Other Glass Products,Exports,52960,United Kingdom,External Trade
01/01/2020," Products & Components",Other Glass Products,Exports,54145,United Kingdom,External Trade
01/01/2015," Products & Components",Wood Veneers,Imports,29763,United Kingdom,External Trade
01/01/2016," Products & Components",Wood Veneers,Imports,34648,United Kingdom,External Trade
01/01/2017," Products & Components",Wood Veneers,Imports,26450,United Kingdom,External Trade
01/01/2018," Products & Components",Wood Veneers,Imports,29312,United Kingdom,External Trade
01/01/2019," Products & Components",Wood Veneers,Imports,20093,United Kingdom,External Trade
01/01/2020," Products & Components",Wood Veneers,Imports,21538,United Kingdom,External Trade
01/01/2015," Products & Components",Wood Veneers,Exports,4591,United Kingdom,External Trade
01/01/2016," Products & Components",Wood Veneers,Exports,5783,United Kingdom,External Trade
01/01/2017," Products & Components",Wood Veneers,Exports,4814,United Kingdom,External Trade
01/01/2018," Products & Components",Wood Veneers,Exports,3581,United Kingdom,External Trade
01/01/2019," Products & Components",Wood Veneers,Exports,3461,United Kingdom,External Trade
01/01/2020," Products & Components",Wood Veneers,Exports,3067,United Kingdom,External Trade
01/01/2015," Products & Components",Wood Mouldings,Imports,68027,United Kingdom,External Trade
01/01/2016," Products & Components",Wood Mouldings,Imports,67647,United Kingdom,External Trade
01/01/2017," Products & Components",Wood Mouldings,Imports,64155,United Kingdom,External Trade
01/01/2018," Products & Components",Wood Mouldings,Imports,64276,United Kingdom,External Trade
01/01/2019," Products & Components",Wood Mouldings,Imports,55240,United Kingdom,External Trade
01/01/2020," Products & Components",Wood Mouldings,Imports,53237,United Kingdom,External Trade
01/01/2015," Products & Components",Wood Mouldings,Exports,9786,United Kingdom,External Trade
01/01/2016," Products & Components",Wood Mouldings,Exports,9545,United Kingdom,External Trade
01/01/2017," Products & Components",Wood Mouldings,Exports,12038,United Kingdom,External Trade
01/01/2018," Products & Components",Wood Mouldings,Exports,17062,United Kingdom,External Trade
01/01/2019," Products & Components",Wood Mouldings,Exports,17452,United Kingdom,External Trade
01/01/2020," Products & Components",Wood Mouldings,Exports,17210,United Kingdom,External Trade
01/01/2015," Products & Components",Wood Block Flooring,Imports,177410,United Kingdom,External Trade
01/01/2016," Products & Components",Wood Block Flooring,Imports,182219,United Kingdom,External Trade
01/01/2017," Products & Components",Wood Block Flooring,Imports,220274,United Kingdom,External Trade
01/01/2018," Products & Components",Wood Block Flooring,Imports,180494,United Kingdom,External Trade
01/01/2019," Products & Components",Wood Block Flooring,Imports,193649,United Kingdom,External Trade
01/01/2020," Products & Components",Wood Block Flooring,Imports,152672,United Kingdom,External Trade
01/01/2015," Products & Components",Wood Block Flooring,Exports,7329,United Kingdom,External Trade
01/01/2016," Products & Components",Wood Block Flooring,Exports,9981,United Kingdom,External Trade
01/01/2017," Products & Components",Wood Block Flooring,Exports,10318,United Kingdom,External Trade
01/01/2018," Products & Components",Wood Block Flooring,Exports,12675,United Kingdom,External Trade
01/01/2019," Products & Components",Wood Block Flooring,Exports,10383,United Kingdom,External Trade
01/01/2020," Products & Components",Wood Block Flooring,Exports,9975,United Kingdom,External Trade
01/01/2015," Products & Components",Other Builder's Woodwork,Imports,118448,United Kingdom,External Trade
01/01/2016," Products & Components",Other Builder's Woodwork,Imports,130673,United Kingdom,External Trade
01/01/2017," Products & Components",Other Builder's Woodwork,Imports,153461,United Kingdom,External Trade
01/01/2018," Products & Components",Other Builder's Woodwork,Imports,134493,United Kingdom,External Trade
01/01/2019," Products & Components",Other Builder's Woodwork,Imports,152560,United Kingdom,External Trade
01/01/2020," Products & Components",Other Builder's Woodwork,Imports,146653,United Kingdom,External Trade
01/01/2015," Products & Components",Other Builder's Woodwork,Exports,13887,United Kingdom,External Trade
01/01/2016," Products & Components",Other Builder's Woodwork,Exports,13128,United Kingdom,External Trade
01/01/2017," Products & Components",Other Builder's Woodwork,Exports,17039,United Kingdom,External Trade
01/01/2018," Products & Components",Other Builder's Woodwork,Exports,15782,United Kingdom,External Trade
01/01/2019," Products & Components",Other Builder's Woodwork,Exports,16536,United Kingdom,External Trade
01/01/2020," Products & Components",Other Builder's Woodwork,Exports,14418,United Kingdom,External Trade
01/01/2015," Products & Components",Windows (wood),Imports,151026,United Kingdom,External Trade
01/01/2016," Products & Components",Windows (wood),Imports,176592,United Kingdom,External Trade
01/01/2017," Products & Components",Windows (wood),Imports,198835,United Kingdom,External Trade
01/01/2018," Products & Components",Windows (wood),Imports,204034,United Kingdom,External Trade
01/01/2019," Products & Components",Windows (wood),Imports,207409,United Kingdom,External Trade
01/01/2020," Products & Components",Windows (wood),Imports,187431,United Kingdom,External Trade
01/01/2015," Products & Components",Windows (wood),Exports,12580,United Kingdom,External Trade
01/01/2016," Products & Components",Windows (wood),Exports,12168,United Kingdom,External Trade
01/01/2017," Products & Components",Windows (wood),Exports,12041,United Kingdom,External Trade
01/01/2018," Products & Components",Windows (wood),Exports,13075,United Kingdom,External Trade
01/01/2019," Products & Components",Windows (wood),Exports,10737,United Kingdom,External Trade
01/01/2020," Products & Components",Windows (wood),Exports,12005,United Kingdom,External Trade
01/01/2015," Products & Components",Doors (wood),Imports,228777,United Kingdom,External Trade
01/01/2016," Products & Components",Doors (wood),Imports,253717,United Kingdom,External Trade
01/01/2017," Products & Components",Doors (wood),Imports,260881,United Kingdom,External Trade
01/01/2018," Products & Components",Doors (wood),Imports,260979,United Kingdom,External Trade
01/01/2019," Products & Components",Doors (wood),Imports,272113,United Kingdom,External Trade
01/01/2020," Products & Components",Doors (wood),Imports,237836,United Kingdom,External Trade
01/01/2015," Products & Components",Doors (wood),Exports,17141,United Kingdom,External Trade
01/01/2016," Products & Components",Doors (wood),Exports,19948,United Kingdom,External Trade
01/01/2017," Products & Components",Doors (wood),Exports,20203,United Kingdom,External Trade
01/01/2018," Products & Components",Doors (wood),Exports,32963,United Kingdom,External Trade
01/01/2019," Products & Components",Doors (wood),Exports,30966,United Kingdom,External Trade
01/01/2020," Products & Components",Doors (wood),Exports,25958,United Kingdom,External Trade
01/01/2015," Products & Components",Doors & Windows (steel),Imports,46899,United Kingdom,External Trade
01/01/2016," Products & Components",Doors & Windows (steel),Imports,54702,United Kingdom,External Trade
01/01/2017," Products & Components",Doors & Windows (steel),Imports,63021,United Kingdom,External Trade
01/01/2018," Products & Components",Doors & Windows (steel),Imports,66576,United Kingdom,External Trade
01/01/2019," Products & Components",Doors & Windows (steel),Imports,77091,United Kingdom,External Trade
01/01/2020," Products & Components",Doors & Windows (steel),Imports,67687,United Kingdom,External Trade
01/01/2015," Products & Components",Doors & Windows (steel),Exports,29452,United Kingdom,External Trade
01/01/2016," Products & Components",Doors & Windows (steel),Exports,32971,United Kingdom,External Trade
01/01/2017," Products & Components",Doors & Windows (steel),Exports,34182,United Kingdom,External Trade
01/01/2018," Products & Components",Doors & Windows (steel),Exports,34326,United Kingdom,External Trade
01/01/2019," Products & Components",Doors & Windows (steel),Exports,38987,United Kingdom,External Trade
01/01/2020," Products & Components",Doors & Windows (steel),Exports,39516,United Kingdom,External Trade
01/01/2015," Products & Components",Doors & Windows (aluminium),Imports,76900,United Kingdom,External Trade
01/01/2016," Products & Components",Doors & Windows (aluminium),Imports,92369,United Kingdom,External Trade
01/01/2017," Products & Components",Doors & Windows (aluminium),Imports,128564,United Kingdom,External Trade
01/01/2018," Products & Components",Doors & Windows (aluminium),Imports,155043,United Kingdom,External Trade
01/01/2019," Products & Components",Doors & Windows (aluminium),Imports,137473,United Kingdom,External Trade
01/01/2020," Products & Components",Doors & Windows (aluminium),Imports,134988,United Kingdom,External Trade
01/01/2015," Products & Components",Doors & Windows (aluminium),Exports,21563,United Kingdom,External Trade
01/01/2016," Products & Components",Doors & Windows (aluminium),Exports,24770,United Kingdom,External Trade
01/01/2017," Products & Components",Doors & Windows (aluminium),Exports,31516,United Kingdom,External Trade
01/01/2018," Products & Components",Doors & Windows (aluminium),Exports,35900,United Kingdom,External Trade
01/01/2019," Products & Components",Doors & Windows (aluminium),Exports,40377,United Kingdom,External Trade
01/01/2020," Products & Components",Doors & Windows (aluminium),Exports,25743,United Kingdom,External Trade
01/01/2015," Products & Components",Doors & Windows (plastic),Imports,63762,United Kingdom,External Trade
01/01/2016," Products & Components",Doors & Windows (plastic),Imports,70187,United Kingdom,External Trade
01/01/2017," Products & Components",Doors & Windows (plastic),Imports,79104,United Kingdom,External Trade
01/01/2018," Products & Components",Doors & Windows (plastic),Imports,93544,United Kingdom,External Trade
01/01/2019," Products & Components",Doors & Windows (plastic),Imports,104088,United Kingdom,External Trade
01/01/2020," Products & Components",Doors & Windows (plastic),Imports,81994,United Kingdom,External Trade
01/01/2015," Products & Components",Doors & Windows (plastic),Exports,38945,United Kingdom,External Trade
01/01/2016," Products & Components",Doors & Windows (plastic),Exports,35657,United Kingdom,External Trade
01/01/2017," Products & Components",Doors & Windows (plastic),Exports,37585,United Kingdom,External Trade
01/01/2018," Products & Components",Doors & Windows (plastic),Exports,39599,United Kingdom,External Trade
01/01/2019," Products & Components",Doors & Windows (plastic),Exports,41187,United Kingdom,External Trade
01/01/2020," Products & Components",Doors & Windows (plastic),Exports,38342,United Kingdom,External Trade
01/01/2015," Products & Components",Cork Tiles,Imports,1581,United Kingdom,External Trade
01/01/2016," Products & Components",Cork Tiles,Imports,1061,United Kingdom,External Trade
01/01/2017," Products & Components",Cork Tiles,Imports,1082,United Kingdom,External Trade
01/01/2018," Products & Components",Cork Tiles,Imports,1111,United Kingdom,External Trade
01/01/2019," Products & Components",Cork Tiles,Imports,1500,United Kingdom,External Trade
01/01/2020," Products & Components",Cork Tiles,Imports,1213,United Kingdom,External Trade
01/01/2015," Products & Components",Cork Tiles,Exports,2456,United Kingdom,External Trade
01/01/2016," Products & Components",Cork Tiles,Exports,2075,United Kingdom,External Trade
