Date,Building Materials & Components Type," Materials & Components Sub-Type",Imports/Exports,Current Prices (Â£'000),Geographical Region,Type,Unique_Key
01/01/2019," Products & Components",Meters,Imports,196336,United Kingdom,External Trade,01/01/2019Products & ComponentsMetersImports196336United KingdomExternal Trade
01/01/2020," Products & Components",Meters,Imports,143352,United Kingdom,External Trade,01/01/2020Products & ComponentsMetersImports143352United KingdomExternal Trade
01/01/2015," Products & Components",Meters,Exports,73939,United Kingdom,External Trade,01/01/2015Products & ComponentsMetersExports73939United KingdomExternal Trade
01/01/2016," Products & Components",Meters,Exports,68224,United Kingdom,External Trade,01/01/2016Products & ComponentsMetersExports68224United KingdomExternal Trade
01/01/2017," Products & Components",Meters,Exports,65336,United Kingdom,External Trade,01/01/2017Products & ComponentsMetersExports65336United KingdomExternal Trade
01/01/2018," Products & Components",Meters,Exports,41624,United Kingdom,External Trade,01/01/2018Products & ComponentsMetersExports41624United KingdomExternal Trade
01/01/2019," Products & Components",Meters,Exports,26543,United Kingdom,External Trade,01/01/2019Products & ComponentsMetersExports26543United KingdomExternal Trade
01/01/2020," Products & Components",Meters,Exports,29795,United Kingdom,External Trade,01/01/2020Products & ComponentsMetersExports29795United KingdomExternal Trade
01/01/2015," Products & Components",Plugs & Sockets,Imports,440962,United Kingdom,External Trade,01/01/2015Products & ComponentsPlugs & SocketsImports440962United KingdomExternal Trade
01/01/2016," Products & Components",Plugs & Sockets,Imports,500148,United Kingdom,External Trade,01/01/2016Products & ComponentsPlugs & SocketsImports500148United KingdomExternal Trade
01/01/2017," Products & Components",Plugs & Sockets,Imports,587447,United Kingdom,External Trade,01/01/2017Products & ComponentsPlugs & SocketsImports587447United KingdomExternal Trade
01/01/2018," Products & Components",Plugs & Sockets,Imports,618573,United Kingdom,External Trade,01/01/2018Products & ComponentsPlugs & SocketsImports618573United KingdomExternal Trade
01/01/2019," Products & Components",Plugs & Sockets,Imports,601923,United Kingdom,External Trade,01/01/2019Products & ComponentsPlugs & SocketsImports601923United KingdomExternal Trade
01/01/2020," Products & Components",Plugs & Sockets,Imports,455745,United Kingdom,External Trade,01/01/2020Products & ComponentsPlugs & SocketsImports455745United KingdomExternal Trade
01/01/2015," Products & Components",Plugs & Sockets,Exports,306814,United Kingdom,External Trade,01/01/2015Products & ComponentsPlugs & SocketsExports306814United KingdomExternal Trade
01/01/2016," Products & Components",Plugs & Sockets,Exports,360391,United Kingdom,External Trade,01/01/2016Products & ComponentsPlugs & SocketsExports360391United KingdomExternal Trade
01/01/2017," Products & Components",Plugs & Sockets,Exports,429684,United Kingdom,External Trade,01/01/2017Products & ComponentsPlugs & SocketsExports429684United KingdomExternal Trade
01/01/2018," Products & Components",Plugs & Sockets,Exports,455606,United Kingdom,External Trade,01/01/2018Products & ComponentsPlugs & SocketsExports455606United KingdomExternal Trade
01/01/2019," Products & Components",Plugs & Sockets,Exports,476377,United Kingdom,External Trade,01/01/2019Products & ComponentsPlugs & SocketsExports476377United KingdomExternal Trade
01/01/2020," Products & Components",Plugs & Sockets,Exports,355998,United Kingdom,External Trade,01/01/2020Products & ComponentsPlugs & SocketsExports355998United KingdomExternal Trade
01/01/2015," Products & Components",Electrical Wires,Imports,1555575,United Kingdom,External Trade,01/01/2015Products & ComponentsElectrical WiresImports1555575United KingdomExternal Trade
01/01/2016," Products & Components",Electrical Wires,Imports,1722019,United Kingdom,External Trade,01/01/2016Products & ComponentsElectrical WiresImports1722019United KingdomExternal Trade
01/01/2017," Products & Components",Electrical Wires,Imports,1927463,United Kingdom,External Trade,01/01/2017Products & ComponentsElectrical WiresImports1927463United KingdomExternal Trade
01/01/2018," Products & Components",Electrical Wires,Imports,1902786,United Kingdom,External Trade,01/01/2018Products & ComponentsElectrical WiresImports1902786United KingdomExternal Trade
01/01/2019," Products & Components",Electrical Wires,Imports,1936389,United Kingdom,External Trade,01/01/2019Products & ComponentsElectrical WiresImports1936389United KingdomExternal Trade
01/01/2020," Products & Components",Electrical Wires,Imports,1862726,United Kingdom,External Trade,01/01/2020Products & ComponentsElectrical WiresImports1862726United KingdomExternal Trade
01/01/2015," Products & Components",Electrical Wires,Exports,685189,United Kingdom,External Trade,01/01/2015Products & ComponentsElectrical WiresExports685189United KingdomExternal Trade
01/01/2016," Products & Components",Electrical Wires,Exports,711411,United Kingdom,External Trade,01/01/2016Products & ComponentsElectrical WiresExports711411United KingdomExternal Trade
01/01/2017," Products & Components",Electrical Wires,Exports,855361,United Kingdom,External Trade,01/01/2017Products & ComponentsElectrical WiresExports855361United KingdomExternal Trade
01/01/2018," Products & Components",Electrical Wires,Exports,866414,United Kingdom,External Trade,01/01/2018Products & ComponentsElectrical WiresExports866414United KingdomExternal Trade
01/01/2019," Products & Components",Electrical Wires,Exports,878601,United Kingdom,External Trade,01/01/2019Products & ComponentsElectrical WiresExports878601United KingdomExternal Trade
01/01/2020," Products & Components",Electrical Wires,Exports,930027,United Kingdom,External Trade,01/01/2020Products & ComponentsElectrical WiresExports930027United KingdomExternal Trade
01/01/2015," Products & Components",Electrical Insulators,Imports,37547,United Kingdom,External Trade,01/01/2015Products & ComponentsElectrical InsulatorsImports37547United KingdomExternal Trade
01/01/2016," Products & Components",Electrical Insulators,Imports,42682,United Kingdom,External Trade,01/01/2016Products & ComponentsElectrical InsulatorsImports42682United KingdomExternal Trade
01/01/2017," Products & Components",Electrical Insulators,Imports,50524,United Kingdom,External Trade,01/01/2017Products & ComponentsElectrical InsulatorsImports50524United KingdomExternal Trade
01/01/2018," Products & Components",Electrical Insulators,Imports,40384,United Kingdom,External Trade,01/01/2018Products & ComponentsElectrical InsulatorsImports40384United KingdomExternal Trade
01/01/2019," Products & Components",Electrical Insulators,Imports,44061,United Kingdom,External Trade,01/01/2019Products & ComponentsElectrical InsulatorsImports44061United KingdomExternal Trade
01/01/2020," Products & Components",Electrical Insulators,Imports,28801,United Kingdom,External Trade,01/01/2020Products & ComponentsElectrical InsulatorsImports28801United KingdomExternal Trade
01/01/2015," Products & Components",Electrical Insulators,Exports,27498,United Kingdom,External Trade,01/01/2015Products & ComponentsElectrical InsulatorsExports27498United KingdomExternal Trade
01/01/2016," Products & Components",Electrical Insulators,Exports,25494,United Kingdom,External Trade,01/01/2016Products & ComponentsElectrical InsulatorsExports25494United KingdomExternal Trade
01/01/2017," Products & Components",Electrical Insulators,Exports,28415,United Kingdom,External Trade,01/01/2017Products & ComponentsElectrical InsulatorsExports28415United KingdomExternal Trade
01/01/2018," Products & Components",Electrical Insulators,Exports,32638,United Kingdom,External Trade,01/01/2018Products & ComponentsElectrical InsulatorsExports32638United KingdomExternal Trade
01/01/2019," Products & Components",Electrical Insulators,Exports,32033,United Kingdom,External Trade,01/01/2019Products & ComponentsElectrical InsulatorsExports32033United KingdomExternal Trade
01/01/2020," Products & Components",Electrical Insulators,Exports,33562,United Kingdom,External Trade,01/01/2020Products & ComponentsElectrical InsulatorsExports33562United KingdomExternal Trade
01/01/2015," Products & Components",Lamps & Fittings,Imports,875583,United Kingdom,External Trade,01/01/2015Products & ComponentsLamps & FittingsImports875583United KingdomExternal Trade
01/01/2016," Products & Components",Lamps & Fittings,Imports,972629,United Kingdom,External Trade,01/01/2016Products & ComponentsLamps & FittingsImports972629United KingdomExternal Trade
01/01/2017," Products & Components",Lamps & Fittings,Imports,990825,United Kingdom,External Trade,01/01/2017Products & ComponentsLamps & FittingsImports990825United KingdomExternal Trade
01/01/2018," Products & Components",Lamps & Fittings,Imports,912344,United Kingdom,External Trade,01/01/2018Products & ComponentsLamps & FittingsImports912344United KingdomExternal Trade
01/01/2019," Products & Components",Lamps & Fittings,Imports,982957,United Kingdom,External Trade,01/01/2019Products & ComponentsLamps & FittingsImports982957United KingdomExternal Trade
01/01/2020," Products & Components",Lamps & Fittings,Imports,871286,United Kingdom,External Trade,01/01/2020Products & ComponentsLamps & FittingsImports871286United KingdomExternal Trade
01/01/2015," Products & Components",Lamps & Fittings,Exports,329238,United Kingdom,External Trade,01/01/2015Products & ComponentsLamps & FittingsExports329238United KingdomExternal Trade
01/01/2016," Products & Components",Lamps & Fittings,Exports,364805,United Kingdom,External Trade,01/01/2016Products & ComponentsLamps & FittingsExports364805United KingdomExternal Trade
01/01/2017," Products & Components",Lamps & Fittings,Exports,381091,United Kingdom,External Trade,01/01/2017Products & ComponentsLamps & FittingsExports381091United KingdomExternal Trade
01/01/2018," Products & Components",Lamps & Fittings,Exports,386994,United Kingdom,External Trade,01/01/2018Products & ComponentsLamps & FittingsExports386994United KingdomExternal Trade
01/01/2019," Products & Components",Lamps & Fittings,Exports,384563,United Kingdom,External Trade,01/01/2019Products & ComponentsLamps & FittingsExports384563United KingdomExternal Trade
01/01/2020," Products & Components",Lamps & Fittings,Exports,325571,United Kingdom,External Trade,01/01/2020Products & ComponentsLamps & FittingsExports325571United KingdomExternal Trade
01/01/2015," Products & Components",Fire & Security Alarms,Imports,243331,United Kingdom,External Trade,01/01/2015Products & ComponentsFire & Security AlarmsImports243331United KingdomExternal Trade
01/01/2016," Products & Components",Fire & Security Alarms,Imports,199177,United Kingdom,External Trade,01/01/2016Products & ComponentsFire & Security AlarmsImports199177United KingdomExternal Trade
01/01/2017," Products & Components",Fire & Security Alarms,Imports,214030,United Kingdom,External Trade,01/01/2017Products & ComponentsFire & Security AlarmsImports214030United KingdomExternal Trade
01/01/2018," Products & Components",Fire & Security Alarms,Imports,294986,United Kingdom,External Trade,01/01/2018Products & ComponentsFire & Security AlarmsImports294986United KingdomExternal Trade
01/01/2019," Products & Components",Fire & Security Alarms,Imports,307678,United Kingdom,External Trade,01/01/2019Products & ComponentsFire & Security AlarmsImports307678United KingdomExternal Trade
01/01/2020," Products & Components",Fire & Security Alarms,Imports,245628,United Kingdom,External Trade,01/01/2020Products & ComponentsFire & Security AlarmsImports245628United KingdomExternal Trade
01/01/2015," Products & Components",Fire & Security Alarms,Exports,261334,United Kingdom,External Trade,01/01/2015Products & ComponentsFire & Security AlarmsExports261334United KingdomExternal Trade
01/01/2016," Products & Components",Fire & Security Alarms,Exports,259129,United Kingdom,External Trade,01/01/2016Products & ComponentsFire & Security AlarmsExports259129United KingdomExternal Trade
