Date,Building Materials & Components Type," Materials & Components Sub-Type",Imports/Exports,Current Prices (Â£'000),Geographical Region,Type,Unique_Key
01/01/2018," Products & Components",Other Zinc Building Products*,Exports,,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Zinc Building Products*ExportsUnited KingdomExternal Trade
01/01/2019," Products & Components",Other Zinc Building Products*,Exports,,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Zinc Building Products*ExportsUnited KingdomExternal Trade
01/01/2020," Products & Components",Other Zinc Building Products*,Exports,,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Zinc Building Products*ExportsUnited KingdomExternal Trade
01/01/2015," Products & Components",Zinc Building Products*,Imports,17863,United Kingdom,External Trade,01/01/2015Products & ComponentsZinc Building Products*Imports17863United KingdomExternal Trade
01/01/2016," Products & Components",Zinc Building Products*,Imports,21071,United Kingdom,External Trade,01/01/2016Products & ComponentsZinc Building Products*Imports21071United KingdomExternal Trade
01/01/2017," Products & Components",Zinc Building Products*,Imports,23385,United Kingdom,External Trade,01/01/2017Products & ComponentsZinc Building Products*Imports23385United KingdomExternal Trade
01/01/2018," Products & Components",Zinc Building Products*,Imports,28284,United Kingdom,External Trade,01/01/2018Products & ComponentsZinc Building Products*Imports28284United KingdomExternal Trade
01/01/2019," Products & Components",Zinc Building Products*,Imports,20236,United Kingdom,External Trade,01/01/2019Products & ComponentsZinc Building Products*Imports20236United KingdomExternal Trade
01/01/2020," Products & Components",Zinc Building Products*,Imports,12149,United Kingdom,External Trade,01/01/2020Products & ComponentsZinc Building Products*Imports12149United KingdomExternal Trade
01/01/2015," Products & Components",Zinc Building Products*,Exports,33036,United Kingdom,External Trade,01/01/2015Products & ComponentsZinc Building Products*Exports33036United KingdomExternal Trade
01/01/2016," Products & Components",Zinc Building Products*,Exports,36537,United Kingdom,External Trade,01/01/2016Products & ComponentsZinc Building Products*Exports36537United KingdomExternal Trade
01/01/2017," Products & Components",Zinc Building Products*,Exports,43660,United Kingdom,External Trade,01/01/2017Products & ComponentsZinc Building Products*Exports43660United KingdomExternal Trade
01/01/2018," Products & Components",Zinc Building Products*,Exports,50190,United Kingdom,External Trade,01/01/2018Products & ComponentsZinc Building Products*Exports50190United KingdomExternal Trade
01/01/2019," Products & Components",Zinc Building Products*,Exports,20236,United Kingdom,External Trade,01/01/2019Products & ComponentsZinc Building Products*Exports20236United KingdomExternal Trade
01/01/2020," Products & Components",Zinc Building Products*,Exports,45064,United Kingdom,External Trade,01/01/2020Products & ComponentsZinc Building Products*Exports45064United KingdomExternal Trade
01/01/2015," Products & Components",Plastic Pipes,Imports,135611,United Kingdom,External Trade,01/01/2015Products & ComponentsPlastic PipesImports135611United KingdomExternal Trade
01/01/2016," Products & Components",Plastic Pipes,Imports,135985,United Kingdom,External Trade,01/01/2016Products & ComponentsPlastic PipesImports135985United KingdomExternal Trade
01/01/2017," Products & Components",Plastic Pipes,Imports,153533,United Kingdom,External Trade,01/01/2017Products & ComponentsPlastic PipesImports153533United KingdomExternal Trade
01/01/2018," Products & Components",Plastic Pipes,Imports,180619,United Kingdom,External Trade,01/01/2018Products & ComponentsPlastic PipesImports180619United KingdomExternal Trade
01/01/2019," Products & Components",Plastic Pipes,Imports,199580,United Kingdom,External Trade,01/01/2019Products & ComponentsPlastic PipesImports199580United KingdomExternal Trade
01/01/2020," Products & Components",Plastic Pipes,Imports,205136,United Kingdom,External Trade,01/01/2020Products & ComponentsPlastic PipesImports205136United KingdomExternal Trade
01/01/2015," Products & Components",Plastic Pipes,Exports,149220,United Kingdom,External Trade,01/01/2015Products & ComponentsPlastic PipesExports149220United KingdomExternal Trade
01/01/2016," Products & Components",Plastic Pipes,Exports,169877,United Kingdom,External Trade,01/01/2016Products & ComponentsPlastic PipesExports169877United KingdomExternal Trade
01/01/2017," Products & Components",Plastic Pipes,Exports,179551,United Kingdom,External Trade,01/01/2017Products & ComponentsPlastic PipesExports179551United KingdomExternal Trade
01/01/2018," Products & Components",Plastic Pipes,Exports,200815,United Kingdom,External Trade,01/01/2018Products & ComponentsPlastic PipesExports200815United KingdomExternal Trade
01/01/2019," Products & Components",Plastic Pipes,Exports,208114,United Kingdom,External Trade,01/01/2019Products & ComponentsPlastic PipesExports208114United KingdomExternal Trade
01/01/2020," Products & Components",Plastic Pipes,Exports,206508,United Kingdom,External Trade,01/01/2020Products & ComponentsPlastic PipesExports206508United KingdomExternal Trade
01/01/2015," Products & Components",Other Plastic Building Products,Imports,205501,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Plastic Building ProductsImports205501United KingdomExternal Trade
01/01/2016," Products & Components",Other Plastic Building Products,Imports,236608,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Plastic Building ProductsImports236608United KingdomExternal Trade
01/01/2017," Products & Components",Other Plastic Building Products,Imports,278267,United Kingdom,External Trade,01/01/2017Products & ComponentsOther Plastic Building ProductsImports278267United KingdomExternal Trade
01/01/2018," Products & Components",Other Plastic Building Products,Imports,281008,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Plastic Building ProductsImports281008United KingdomExternal Trade
01/01/2019," Products & Components",Other Plastic Building Products,Imports,292647,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Plastic Building ProductsImports292647United KingdomExternal Trade
01/01/2020," Products & Components",Other Plastic Building Products,Imports,296469,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Plastic Building ProductsImports296469United KingdomExternal Trade
01/01/2015," Products & Components",Other Plastic Building Products,Exports,124773,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Plastic Building ProductsExports124773United KingdomExternal Trade
01/01/2016," Products & Components",Other Plastic Building Products,Exports,136731,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Plastic Building ProductsExports136731United KingdomExternal Trade
01/01/2017," Products & Components",Other Plastic Building Products,Exports,158179,United Kingdom,External Trade,01/01/2017Products & ComponentsOther Plastic Building ProductsExports158179United KingdomExternal Trade
01/01/2018," Products & Components",Other Plastic Building Products,Exports,177535,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Plastic Building ProductsExports177535United KingdomExternal Trade
01/01/2019," Products & Components",Other Plastic Building Products,Exports,183960,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Plastic Building ProductsExports183960United KingdomExternal Trade
01/01/2020," Products & Components",Other Plastic Building Products,Exports,167035,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Plastic Building ProductsExports167035United KingdomExternal Trade
01/01/2015," Products & Components",Builders Ironmongery,Imports,371498,United Kingdom,External Trade,01/01/2015Products & ComponentsBuilders IronmongeryImports371498United KingdomExternal Trade
01/01/2016," Products & Components",Builders Ironmongery,Imports,386506,United Kingdom,External Trade,01/01/2016Products & ComponentsBuilders IronmongeryImports386506United KingdomExternal Trade
01/01/2017," Products & Components",Builders Ironmongery,Imports,451700,United Kingdom,External Trade,01/01/2017Products & ComponentsBuilders IronmongeryImports451700United KingdomExternal Trade
01/01/2018," Products & Components",Builders Ironmongery,Imports,493945,United Kingdom,External Trade,01/01/2018Products & ComponentsBuilders IronmongeryImports493945United KingdomExternal Trade
01/01/2019," Products & Components",Builders Ironmongery,Imports,529226,United Kingdom,External Trade,01/01/2019Products & ComponentsBuilders IronmongeryImports529226United KingdomExternal Trade
01/01/2020," Products & Components",Builders Ironmongery,Imports,445034,United Kingdom,External Trade,01/01/2020Products & ComponentsBuilders IronmongeryImports445034United KingdomExternal Trade
01/01/2015," Products & Components",Builders Ironmongery,Exports,138961,United Kingdom,External Trade,01/01/2015Products & ComponentsBuilders IronmongeryExports138961United KingdomExternal Trade
01/01/2016," Products & Components",Builders Ironmongery,Exports,164424,United Kingdom,External Trade,01/01/2016Products & ComponentsBuilders IronmongeryExports164424United KingdomExternal Trade
01/01/2017," Products & Components",Builders Ironmongery,Exports,225751,United Kingdom,External Trade,01/01/2017Products & ComponentsBuilders IronmongeryExports225751United KingdomExternal Trade
01/01/2018," Products & Components",Builders Ironmongery,Exports,231937,United Kingdom,External Trade,01/01/2018Products & ComponentsBuilders IronmongeryExports231937United KingdomExternal Trade
01/01/2019," Products & Components",Builders Ironmongery,Exports,264240,United Kingdom,External Trade,01/01/2019Products & ComponentsBuilders IronmongeryExports264240United KingdomExternal Trade
01/01/2020," Products & Components",Builders Ironmongery,Exports,211737,United Kingdom,External Trade,01/01/2020Products & ComponentsBuilders IronmongeryExports211737United KingdomExternal Trade
01/01/2015," Products & Components",Nails & Screws,Imports,68360,United Kingdom,External Trade,01/01/2015Products & ComponentsNails & ScrewsImports68360United KingdomExternal Trade
01/01/2016," Products & Components",Nails & Screws,Imports,80506,United Kingdom,External Trade,01/01/2016Products & ComponentsNails & ScrewsImports80506United KingdomExternal Trade
01/01/2017," Products & Components",Nails & Screws,Imports,86634,United Kingdom,External Trade,01/01/2017Products & ComponentsNails & ScrewsImports86634United KingdomExternal Trade
01/01/2018," Products & Components",Nails & Screws,Imports,92634,United Kingdom,External Trade,01/01/2018Products & ComponentsNails & ScrewsImports92634United KingdomExternal Trade
01/01/2019," Products & Components",Nails & Screws,Imports,94145,United Kingdom,External Trade,01/01/2019Products & ComponentsNails & ScrewsImports94145United KingdomExternal Trade
01/01/2020," Products & Components",Nails & Screws,Imports,77724,United Kingdom,External Trade,01/01/2020Products & ComponentsNails & ScrewsImports77724United KingdomExternal Trade
01/01/2015," Products & Components",Nails & Screws,Exports,8023,United Kingdom,External Trade,01/01/2015Products & ComponentsNails & ScrewsExports8023United KingdomExternal Trade
01/01/2016," Products & Components",Nails & Screws,Exports,8752,United Kingdom,External Trade,01/01/2016Products & ComponentsNails & ScrewsExports8752United KingdomExternal Trade
01/01/2017," Products & Components",Nails & Screws,Exports,10051,United Kingdom,External Trade,01/01/2017Products & ComponentsNails & ScrewsExports10051United KingdomExternal Trade
01/01/2018," Products & Components",Nails & Screws,Exports,11408,United Kingdom,External Trade,01/01/2018Products & ComponentsNails & ScrewsExports11408United KingdomExternal Trade
01/01/2019," Products & Components",Nails & Screws,Exports,10566,United Kingdom,External Trade,01/01/2019Products & ComponentsNails & ScrewsExports10566United KingdomExternal Trade
01/01/2020," Products & Components",Nails & Screws,Exports,11278,United Kingdom,External Trade,01/01/2020Products & ComponentsNails & ScrewsExports11278United KingdomExternal Trade
01/01/2015," Products & Components","Mastics, Putty",Imports,180937,United Kingdom,External Trade,"01/01/2015Products & ComponentsMastics, PuttyImports180937United KingdomExternal Trade"
01/01/2016," Products & Components","Mastics, Putty",Imports,210808,United Kingdom,External Trade,"01/01/2016Products & ComponentsMastics, PuttyImports210808United KingdomExternal Trade"
01/01/2017," Products & Components","Mastics, Putty",Imports,222507,United Kingdom,External Trade,"01/01/2017Products & ComponentsMastics, PuttyImports222507United KingdomExternal Trade"
01/01/2018," Products & Components","Mastics, Putty",Imports,246691,United Kingdom,External Trade,"01/01/2018Products & ComponentsMastics, PuttyImports246691United KingdomExternal Trade"
01/01/2019," Products & Components","Mastics, Putty",Imports,235684,United Kingdom,External Trade,"01/01/2019Products & ComponentsMastics, PuttyImports235684United KingdomExternal Trade"
01/01/2020," Products & Components","Mastics, Putty",Imports,220029,United Kingdom,External Trade,"01/01/2020Products & ComponentsMastics, PuttyImports220029United KingdomExternal Trade"
01/01/2015," Products & Components","Mastics, Putty",Exports,137914,United Kingdom,External Trade,"01/01/2015Products & ComponentsMastics, PuttyExports137914United KingdomExternal Trade"
01/01/2016," Products & Components","Mastics, Putty",Exports,161286,United Kingdom,External Trade,"01/01/2016Products & ComponentsMastics, PuttyExports161286United KingdomExternal Trade"
01/01/2017," Products & Components","Mastics, Putty",Exports,178310,United Kingdom,External Trade,"01/01/2017Products & ComponentsMastics, PuttyExports178310United KingdomExternal Trade"
01/01/2018," Products & Components","Mastics, Putty",Exports,202546,United Kingdom,External Trade,"01/01/2018Products & ComponentsMastics, PuttyExports202546United KingdomExternal Trade"
01/01/2019," Products & Components","Mastics, Putty",Exports,219136,United Kingdom,External Trade,"01/01/2019Products & ComponentsMastics, PuttyExports219136United KingdomExternal Trade"
01/01/2020," Products & Components","Mastics, Putty",Exports,211525,United Kingdom,External Trade,"01/01/2020Products & ComponentsMastics, PuttyExports211525United KingdomExternal Trade"
01/01/2015," Products & Components",Paints & Varnishes,Imports,437542,United Kingdom,External Trade,01/01/2015Products & ComponentsPaints & VarnishesImports437542United KingdomExternal Trade
01/01/2016," Products & Components",Paints & Varnishes,Imports,477875,United Kingdom,External Trade,01/01/2016Products & ComponentsPaints & VarnishesImports477875United KingdomExternal Trade
01/01/2017," Products & Components",Paints & Varnishes,Imports,545870,United Kingdom,External Trade,01/01/2017Products & ComponentsPaints & VarnishesImports545870United KingdomExternal Trade
01/01/2018," Products & Components",Paints & Varnishes,Imports,539296,United Kingdom,External Trade,01/01/2018Products & ComponentsPaints & VarnishesImports539296United KingdomExternal Trade
01/01/2019," Products & Components",Paints & Varnishes,Imports,522156,United Kingdom,External Trade,01/01/2019Products & ComponentsPaints & VarnishesImports522156United KingdomExternal Trade
01/01/2020," Products & Components",Paints & Varnishes,Imports,490170,United Kingdom,External Trade,01/01/2020Products & ComponentsPaints & VarnishesImports490170United KingdomExternal Trade
01/01/2015," Products & Components",Paints & Varnishes,Exports,607263,United Kingdom,External Trade,01/01/2015Products & ComponentsPaints & VarnishesExports607263United KingdomExternal Trade
01/01/2016," Products & Components",Paints & Varnishes,Exports,608147,United Kingdom,External Trade,01/01/2016Products & ComponentsPaints & VarnishesExports608147United KingdomExternal Trade
01/01/2017," Products & Components",Paints & Varnishes,Exports,669195,United Kingdom,External Trade,01/01/2017Products & ComponentsPaints & VarnishesExports669195United KingdomExternal Trade
01/01/2018," Products & Components",Paints & Varnishes,Exports,716884,United Kingdom,External Trade,01/01/2018Products & ComponentsPaints & VarnishesExports716884United KingdomExternal Trade
01/01/2019," Products & Components",Paints & Varnishes,Exports,751684,United Kingdom,External Trade,01/01/2019Products & ComponentsPaints & VarnishesExports751684United KingdomExternal Trade
01/01/2020," Products & Components",Paints & Varnishes,Exports,687935,United Kingdom,External Trade,01/01/2020Products & ComponentsPaints & VarnishesExports687935United KingdomExternal Trade
01/01/2015," Products & Components",Paints & Varnishes,,2015,United Kingdom,External Trade,01/01/2015Products & ComponentsPaints & Varnishes2015United KingdomExternal Trade
01/01/2016," Products & Components",Paints & Varnishes,,2016,United Kingdom,External Trade,01/01/2016Products & ComponentsPaints & Varnishes2016United KingdomExternal Trade
01/01/2017," Products & Components",Paints & Varnishes,,2017,United Kingdom,External Trade,01/01/2017Products & ComponentsPaints & Varnishes2017United KingdomExternal Trade
01/01/2018," Products & Components",Paints & Varnishes,,2018,United Kingdom,External Trade,01/01/2018Products & ComponentsPaints & Varnishes2018United KingdomExternal Trade
01/01/2019," Products & Components",Paints & Varnishes,,2019,United Kingdom,External Trade,01/01/2019Products & ComponentsPaints & Varnishes2019United KingdomExternal Trade
01/01/2020," Products & Components",Paints & Varnishes,,2020,United Kingdom,External Trade,01/01/2020Products & ComponentsPaints & Varnishes2020United KingdomExternal Trade
01/01/2015," Products & Components",Unglazed Ceramic Tiles,Imports,69862,United Kingdom,External Trade,01/01/2015Products & ComponentsUnglazed Ceramic TilesImports69862United KingdomExternal Trade
01/01/2016," Products & Components",Unglazed Ceramic Tiles,Imports,76768,United Kingdom,External Trade,01/01/2016Products & ComponentsUnglazed Ceramic TilesImports76768United KingdomExternal Trade
01/01/2017," Products & Components",Unglazed Ceramic Tiles,Imports,359291,United Kingdom,External Trade,01/01/2017Products & ComponentsUnglazed Ceramic TilesImports359291United KingdomExternal Trade
01/01/2018," Products & Components",Unglazed Ceramic Tiles,Imports,328391,United Kingdom,External Trade,01/01/2018Products & ComponentsUnglazed Ceramic TilesImports328391United KingdomExternal Trade
01/01/2019," Products & Components",Unglazed Ceramic Tiles,Imports,365387,United Kingdom,External Trade,01/01/2019Products & ComponentsUnglazed Ceramic TilesImports365387United KingdomExternal Trade
01/01/2020," Products & Components",Unglazed Ceramic Tiles,Imports,339715,United Kingdom,External Trade,01/01/2020Products & ComponentsUnglazed Ceramic TilesImports339715United KingdomExternal Trade
01/01/2015," Products & Components",Unglazed Ceramic Tiles,Exports,3710,United Kingdom,External Trade,01/01/2015Products & ComponentsUnglazed Ceramic TilesExports3710United KingdomExternal Trade
01/01/2016," Products & Components",Unglazed Ceramic Tiles,Exports,4726,United Kingdom,External Trade,01/01/2016Products & ComponentsUnglazed Ceramic TilesExports4726United KingdomExternal Trade
01/01/2017," Products & Components",Unglazed Ceramic Tiles,Exports,22498,United Kingdom,External Trade,01/01/2017Products & ComponentsUnglazed Ceramic TilesExports22498United KingdomExternal Trade
01/01/2018," Products & Components",Unglazed Ceramic Tiles,Exports,20862,United Kingdom,External Trade,01/01/2018Products & ComponentsUnglazed Ceramic TilesExports20862United KingdomExternal Trade
01/01/2019," Products & Components",Unglazed Ceramic Tiles,Exports,15871,United Kingdom,External Trade,01/01/2019Products & ComponentsUnglazed Ceramic TilesExports15871United KingdomExternal Trade
01/01/2020," Products & Components",Unglazed Ceramic Tiles,Exports,18722,United Kingdom,External Trade,01/01/2020Products & ComponentsUnglazed Ceramic TilesExports18722United KingdomExternal Trade
01/01/2015," Products & Components",Glazed Ceramic Tiles,Imports,203113,United Kingdom,External Trade,01/01/2015Products & ComponentsGlazed Ceramic TilesImports203113United KingdomExternal Trade
01/01/2016," Products & Components",Glazed Ceramic Tiles,Imports,229910,United Kingdom,External Trade,01/01/2016Products & ComponentsGlazed Ceramic TilesImports229910United KingdomExternal Trade
01/01/2017," Products & Components",Glazed Ceramic Tiles,Imports,,United Kingdom,External Trade,01/01/2017Products & ComponentsGlazed Ceramic TilesImportsUnited KingdomExternal Trade
01/01/2018," Products & Components",Glazed Ceramic Tiles,Imports,,United Kingdom,External Trade,01/01/2018Products & ComponentsGlazed Ceramic TilesImportsUnited KingdomExternal Trade
01/01/2019," Products & Components",Glazed Ceramic Tiles,Imports,,United Kingdom,External Trade,01/01/2019Products & ComponentsGlazed Ceramic TilesImportsUnited KingdomExternal Trade
01/01/2020," Products & Components",Glazed Ceramic Tiles,Imports,,United Kingdom,External Trade,01/01/2020Products & ComponentsGlazed Ceramic TilesImportsUnited KingdomExternal Trade
01/01/2015," Products & Components",Glazed Ceramic Tiles,Exports,15867,United Kingdom,External Trade,01/01/2015Products & ComponentsGlazed Ceramic TilesExports15867United KingdomExternal Trade
01/01/2016," Products & Components",Glazed Ceramic Tiles,Exports,15967,United Kingdom,External Trade,01/01/2016Products & ComponentsGlazed Ceramic TilesExports15967United KingdomExternal Trade
01/01/2017," Products & Components",Glazed Ceramic Tiles,Exports,,United Kingdom,External Trade,01/01/2017Products & ComponentsGlazed Ceramic TilesExportsUnited KingdomExternal Trade
01/01/2018," Products & Components",Glazed Ceramic Tiles,Exports,,United Kingdom,External Trade,01/01/2018Products & ComponentsGlazed Ceramic TilesExportsUnited KingdomExternal Trade
01/01/2019," Products & Components",Glazed Ceramic Tiles,Exports,,United Kingdom,External Trade,01/01/2019Products & ComponentsGlazed Ceramic TilesExportsUnited KingdomExternal Trade
01/01/2020," Products & Components",Glazed Ceramic Tiles,Exports,,United Kingdom,External Trade,01/01/2020Products & ComponentsGlazed Ceramic TilesExportsUnited KingdomExternal Trade
01/01/2015," Products & Components",Ceramic Sanitaryware,Imports,201395,United Kingdom,External Trade,01/01/2015Products & ComponentsCeramic SanitarywareImports201395United KingdomExternal Trade
01/01/2016," Products & Components",Ceramic Sanitaryware,Imports,211761,United Kingdom,External Trade,01/01/2016Products & ComponentsCeramic SanitarywareImports211761United KingdomExternal Trade
01/01/2017," Products & Components",Ceramic Sanitaryware,Imports,223463,United Kingdom,External Trade,01/01/2017Products & ComponentsCeramic SanitarywareImports223463United KingdomExternal Trade
01/01/2018," Products & Components",Ceramic Sanitaryware,Imports,215855,United Kingdom,External Trade,01/01/2018Products & ComponentsCeramic SanitarywareImports215855United KingdomExternal Trade
01/01/2019," Products & Components",Ceramic Sanitaryware,Imports,239905,United Kingdom,External Trade,01/01/2019Products & ComponentsCeramic SanitarywareImports239905United KingdomExternal Trade
01/01/2020," Products & Components",Ceramic Sanitaryware,Imports,188398,United Kingdom,External Trade,01/01/2020Products & ComponentsCeramic SanitarywareImports188398United KingdomExternal Trade
01/01/2015," Products & Components",Ceramic Sanitaryware,Exports,29386,United Kingdom,External Trade,01/01/2015Products & ComponentsCeramic SanitarywareExports29386United KingdomExternal Trade
01/01/2016," Products & Components",Ceramic Sanitaryware,Exports,31926,United Kingdom,External Trade,01/01/2016Products & ComponentsCeramic SanitarywareExports31926United KingdomExternal Trade
01/01/2017," Products & Components",Ceramic Sanitaryware,Exports,36163,United Kingdom,External Trade,01/01/2017Products & ComponentsCeramic SanitarywareExports36163United KingdomExternal Trade
01/01/2018," Products & Components",Ceramic Sanitaryware,Exports,40118,United Kingdom,External Trade,01/01/2018Products & ComponentsCeramic SanitarywareExports40118United KingdomExternal Trade
01/01/2019," Products & Components",Ceramic Sanitaryware,Exports,41436,United Kingdom,External Trade,01/01/2019Products & ComponentsCeramic SanitarywareExports41436United KingdomExternal Trade
01/01/2020," Products & Components",Ceramic Sanitaryware,Exports,33416,United Kingdom,External Trade,01/01/2020Products & ComponentsCeramic SanitarywareExports33416United KingdomExternal Trade
01/01/2015," Products & Components",Plastic Sanitaryware,Imports,137983,United Kingdom,External Trade,01/01/2015Products & ComponentsPlastic SanitarywareImports137983United KingdomExternal Trade
01/01/2016," Products & Components",Plastic Sanitaryware,Imports,147671,United Kingdom,External Trade,01/01/2016Products & ComponentsPlastic SanitarywareImports147671United KingdomExternal Trade
01/01/2017," Products & Components",Plastic Sanitaryware,Imports,163898,United Kingdom,External Trade,01/01/2017Products & ComponentsPlastic SanitarywareImports163898United KingdomExternal Trade
01/01/2018," Products & Components",Plastic Sanitaryware,Imports,168461,United Kingdom,External Trade,01/01/2018Products & ComponentsPlastic SanitarywareImports168461United KingdomExternal Trade
01/01/2019," Products & Components",Plastic Sanitaryware,Imports,173206,United Kingdom,External Trade,01/01/2019Products & ComponentsPlastic SanitarywareImports173206United KingdomExternal Trade
01/01/2020," Products & Components",Plastic Sanitaryware,Imports,157997,United Kingdom,External Trade,01/01/2020Products & ComponentsPlastic SanitarywareImports157997United KingdomExternal Trade
01/01/2015," Products & Components",Plastic Sanitaryware,Exports,47037,United Kingdom,External Trade,01/01/2015Products & ComponentsPlastic SanitarywareExports47037United KingdomExternal Trade
01/01/2016," Products & Components",Plastic Sanitaryware,Exports,54262,United Kingdom,External Trade,01/01/2016Products & ComponentsPlastic SanitarywareExports54262United KingdomExternal Trade
01/01/2017," Products & Components",Plastic Sanitaryware,Exports,61389,United Kingdom,External Trade,01/01/2017Products & ComponentsPlastic SanitarywareExports61389United KingdomExternal Trade
01/01/2018," Products & Components",Plastic Sanitaryware,Exports,65988,United Kingdom,External Trade,01/01/2018Products & ComponentsPlastic SanitarywareExports65988United KingdomExternal Trade
01/01/2019," Products & Components",Plastic Sanitaryware,Exports,66016,United Kingdom,External Trade,01/01/2019Products & ComponentsPlastic SanitarywareExports66016United KingdomExternal Trade
01/01/2020," Products & Components",Plastic Sanitaryware,Exports,55157,United Kingdom,External Trade,01/01/2020Products & ComponentsPlastic SanitarywareExports55157United KingdomExternal Trade
01/01/2015," Products & Components",Metal Sanitaryware,Imports,133225,United Kingdom,External Trade,01/01/2015Products & ComponentsMetal SanitarywareImports133225United KingdomExternal Trade
01/01/2016," Products & Components",Metal Sanitaryware,Imports,144313,United Kingdom,External Trade,01/01/2016Products & ComponentsMetal SanitarywareImports144313United KingdomExternal Trade
01/01/2017," Products & Components",Metal Sanitaryware,Imports,171007,United Kingdom,External Trade,01/01/2017Products & ComponentsMetal SanitarywareImports171007United KingdomExternal Trade
01/01/2018," Products & Components",Metal Sanitaryware,Imports,157017,United Kingdom,External Trade,01/01/2018Products & ComponentsMetal SanitarywareImports157017United KingdomExternal Trade
01/01/2019," Products & Components",Metal Sanitaryware,Imports,152477,United Kingdom,External Trade,01/01/2019Products & ComponentsMetal SanitarywareImports152477United KingdomExternal Trade
01/01/2020," Products & Components",Metal Sanitaryware,Imports,129026,United Kingdom,External Trade,01/01/2020Products & ComponentsMetal SanitarywareImports129026United KingdomExternal Trade
01/01/2015," Products & Components",Metal Sanitaryware,Exports,38149,United Kingdom,External Trade,01/01/2015Products & ComponentsMetal SanitarywareExports38149United KingdomExternal Trade
01/01/2016," Products & Components",Metal Sanitaryware,Exports,44020,United Kingdom,External Trade,01/01/2016Products & ComponentsMetal SanitarywareExports44020United KingdomExternal Trade
01/01/2017," Products & Components",Metal Sanitaryware,Exports,45863,United Kingdom,External Trade,01/01/2017Products & ComponentsMetal SanitarywareExports45863United KingdomExternal Trade
01/01/2018," Products & Components",Metal Sanitaryware,Exports,45732,United Kingdom,External Trade,01/01/2018Products & ComponentsMetal SanitarywareExports45732United KingdomExternal Trade
01/01/2019," Products & Components",Metal Sanitaryware,Exports,41637,United Kingdom,External Trade,01/01/2019Products & ComponentsMetal SanitarywareExports41637United KingdomExternal Trade
01/01/2020," Products & Components",Metal Sanitaryware,Exports,40933,United Kingdom,External Trade,01/01/2020Products & ComponentsMetal SanitarywareExports40933United KingdomExternal Trade
01/01/2015," Products & Components",Flat Glass,Imports,50804,United Kingdom,External Trade,01/01/2015Products & ComponentsFlat GlassImports50804United KingdomExternal Trade
01/01/2016," Products & Components",Flat Glass,Imports,69236,United Kingdom,External Trade,01/01/2016Products & ComponentsFlat GlassImports69236United KingdomExternal Trade
01/01/2017," Products & Components",Flat Glass,Imports,63909,United Kingdom,External Trade,01/01/2017Products & ComponentsFlat GlassImports63909United KingdomExternal Trade
01/01/2018," Products & Components",Flat Glass,Imports,71916,United Kingdom,External Trade,01/01/2018Products & ComponentsFlat GlassImports71916United KingdomExternal Trade
01/01/2019," Products & Components",Flat Glass,Imports,56990,United Kingdom,External Trade,01/01/2019Products & ComponentsFlat GlassImports56990United KingdomExternal Trade
01/01/2020," Products & Components",Flat Glass,Imports,48341,United Kingdom,External Trade,01/01/2020Products & ComponentsFlat GlassImports48341United KingdomExternal Trade
01/01/2015," Products & Components",Flat Glass,Exports,25317,United Kingdom,External Trade,01/01/2015Products & ComponentsFlat GlassExports25317United KingdomExternal Trade
01/01/2016," Products & Components",Flat Glass,Exports,24907,United Kingdom,External Trade,01/01/2016Products & ComponentsFlat GlassExports24907United KingdomExternal Trade
01/01/2017," Products & Components",Flat Glass,Exports,30738,United Kingdom,External Trade,01/01/2017Products & ComponentsFlat GlassExports30738United KingdomExternal Trade
01/01/2018," Products & Components",Flat Glass,Exports,30631,United Kingdom,External Trade,01/01/2018Products & ComponentsFlat GlassExports30631United KingdomExternal Trade
01/01/2019," Products & Components",Flat Glass,Exports,27942,United Kingdom,External Trade,01/01/2019Products & ComponentsFlat GlassExports27942United KingdomExternal Trade
01/01/2020," Products & Components",Flat Glass,Exports,30322,United Kingdom,External Trade,01/01/2020Products & ComponentsFlat GlassExports30322United KingdomExternal Trade
01/01/2015," Products & Components",Other Glass Products,Imports,82429,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Glass ProductsImports82429United KingdomExternal Trade
01/01/2016," Products & Components",Other Glass Products,Imports,92256,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Glass ProductsImports92256United KingdomExternal Trade
01/01/2017," Products & Components",Other Glass Products,Imports,106388,United Kingdom,External Trade,01/01/2017Products & ComponentsOther Glass ProductsImports106388United KingdomExternal Trade
01/01/2018," Products & Components",Other Glass Products,Imports,122532,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Glass ProductsImports122532United KingdomExternal Trade
